file	card_id	name	faction	ev	textA	textB	gt_from_filename	werA	werB	cerA	cerB	agree	non_speech	needs_review
VO_Ork_Hunta Rig - Load up da boyz we'z got huntin' ta do! (Joey).ogg	GOF92	Hunta Rig	Goff	line	Load up the boys, we's got hunting to do!	Load up the boys, we's got hunting to do.	Load up da boyz we'z got huntin' ta do!	0.556		0.250		case-punct-only		
VO_Ork_Kill Rig - Da wurrboy guids us ta do da best huntin! (Andrew).ogg	GOF94	Kill Rig	Goff	line	The world boy guides us to do the best hunting.	The War Boy guides us to do the best hunting.	Da wurrboy guids us ta do da best huntin!	0.778		0.375		content-word		1
VO_Ork_Mozrog Skragbad_attack.ogg	GOF76	Mozrog Skragbad	Goff	attack	UGH!	RUH!						content-word		1
VO_Ork_Mozrog Skragbad_cantDo.ogg	GOF76	Mozrog Skragbad	Goff	cantdo	No can do.	No can do!						case-punct-only		
VO_Ork_Mozrog Skragbad_concede.ogg	GOF76	Mozrog Skragbad	Goff	concede	Damn, he squigs a better company.	Me squigs are better company.						content-word		1
VO_Ork_Mozrog Skragbad_death.ogg	GOF76	Mozrog Skragbad	Goff	death	MMMMMMMMMMMMMMMMMMMM	BLEW!						content-word		1
VO_Ork_Mozrog Skragbad_gen1.ogg	GOF76	Mozrog Skragbad	Goff	gen1	Me gut-rippers getting thirsty!	Me gut rippers getting thirsty!						case-punct-only		
VO_Ork_Mozrog Skragbad_gen2.ogg	GOF76	Mozrog Skragbad	Goff	gen2	Me's tougher than a rock skrag!	Me's tougher than a rock squig!						content-word		1
VO_Ork_Mozrog Skragbad_gen3.ogg	GOF76	Mozrog Skragbad	Goff	gen3	That's gonna make some good trophy.	That's gonna make some good trophy.						exact		
VO_Ork_Mozrog Skragbad_gen4.ogg	GOF76	Mozrog Skragbad	Goff	gen4	Waaaaaah!	WAAAAAAA!						content-word		1
VO_Ork_Mozrog Skragbad_gen5.ogg	GOF76	Mozrog Skragbad	Goff	gen5	What? I wasn't listening.	What? I wasn't listening.						exact		
VO_Ork_Mozrog Skragbad_gen6.ogg	GOF76	Mozrog Skragbad	Goff	gen6	Way's gonna swallow your hoe.	Wey's gonna swallow ya ho!						content-word		1
VO_Ork_Mozrog Skragbad_gen7.ogg	GOF76	Mozrog Skragbad	Goff	gen7	We ain't here to muck a bat, do your thing!	We ain't here to muck about! Do your thing!						content-word		1
VO_Ork_Mozrog Skragbad_greet.ogg	GOF76	Mozrog Skragbad	Goff	greet	You're just in a way of me prey.	You're just in the way of me prey.						content-word		1
VO_Ork_Mozrog Skragbad_hurry.ogg	GOF76	Mozrog Skragbad	Goff	hurry	Just stop some git!	Just stop some git!						exact		
VO_Ork_Mozrog Skragbad_intro.ogg	GOF76	Mozrog Skragbad	Goff	intro	Reprise close, I can smell it.	Me prey's close. I can smell it.						content-word		1
VO_Ork_Mozrog Skragbad_mirror.ogg	GOF76	Mozrog Skragbad	Goff	mirror	Now one's got some mighty teeth, for now.	That one's got some mighty teeth. For now.						content-word		1
VO_Ork_Mozrog Skragbad_threat.ogg	GOF76	Mozrog Skragbad	Goff	threat	Big Jopper's Gats is a Rumbling.	Big Chopper's guts is a-rumbling.						content-word		1
VO_Ork_Mozrog Skragbad_vsBL.ogg	GOF76	Mozrog Skragbad	Goff	vsbl	Big chump, I'll eat you, so, SPIKE SHITTLE!	Big Chomper, it usual. Spikes it all.						content-word		1
VO_Ork_Mozrog Skragbad_vsMorgrim.ogg	GOF76	Mozrog Skragbad	Goff	vsmorgrim	Only me getting swamped here is yours if you don't quit flapping your gub.	Only meat getting chomped here is yours if you don't quit flapping, you gob!						content-word		1
VO_Ork_Mozrog Skragbad_vsSwarmlord.ogg	GOF76	Mozrog Skragbad	Goff	vsswarmlord	And here I am, the auto-weight jump.	The bigger they are, the hard-await chump.						content-word		1
VO_Ork_Mozrog Skragbad_vsTervigon.ogg	GOF76	Mozrog Skragbad	Goff	vstervigon	Bet that one'll put up a good fight!	Bet that one don't put up a good fight!						content-word		1
VO_Ork_Mozrog Skragbad_vsUM.ogg	GOF76	Mozrog Skragbad	Goff	vsum	Oi, big jump-ah! Your gut's getting lucky!	Oi, big chomper! Your gut's getting lucky!						content-word		1
VO_Ork_Mozrog Skragbad_wp.ogg	GOF76	Mozrog Skragbad	Goff	wp	BAD FOR A KIT!	Heh, not too bad for a git.						content-word		1
VO_Ork_Nob on Smasha Squig - Fasta! 'Dis one's gonna get messy (Andrew).ogg	GOF87	Nob on Smasha Squig	Goff	line	Faster! This one's gonna get messy!	Faster! This one's gonna get messy!	Fasta! 'Dis one's gonna get messy	0.333		0.160		exact		
VO_Ork_Painboss - Shut yer gob or I'z smack you with yer own bits! (Andrew).ogg	GOF93	Painboss	Goff	line	Shut your gob or I'll smack you with your own bits!	Suck your gob or I'll smack you with your own bits!	Shut yer gob or I'z smack you with yer own bits!	0.273		0.167		content-word		1
VO_Ork_Runtherd - If ya ain't bitin' ya ain't worth keepin'! (Andrew).ogg	GOF83	Runtherd	Goff	line	If you ain't biting, you ain't worth keeping.	If you ain't biting, you ain't worth keeping.	If ya ain't bitin' ya ain't worth keepin'!	0.500		0.200		exact		
VO_Ork_Snakebite Battlewagon - Da biggest wheels get da biggest kills! (Andrew).ogg	GOF95	Snakebite Battlewagon	Goff	line	The biggest wheels get the biggest kills!	The biggest wheels get the biggest kills!	Da biggest wheels get da biggest kills!	0.286		0.188		exact		
VO_Ork_Snakebite Grot - C'mon you lot! Da boss needs us! (Andrew).ogg	GOF77	Snakebite Grot	Goff	line	Come on, you lot! The boss needs us!	Come on, you lot! The boss needs us!	C'mon you lot! Da boss needs us!	0.429		0.217		exact		
VO_Ork_Snakebite Nob - No zoggin' tricks just proper choppin'! (Joey).ogg	GOF84	Snakebite Nob	Goff	line	No soggy tricks! Just proper chopping!	No soggy tricks! Just proper chopping!	No zoggin' tricks just proper choppin'!	0.333		0.129		exact		
VO_Ork_Squighog Boy - Me squig's noggin's 'arder dan yours! (Andrew).ogg	GOF78	Beast Snagga Boy	Goff	line	My squigs noggings harder than yours!	My Squig's nogging's harder than yours.	Me squig's noggin's 'arder dan yours!	0.833		0.179		content-word		1
VO_Ork_Thump Gun Beast Snagga - Diz is gonna hurt! (Andrew).ogg	GOF80	Thump Gun Beast Snagga	Goff	line	This is gonna hurt!	This is gonna hurt!	Diz is gonna hurt!	0.250		0.214		exact		
VO_Ork_Unleashed Tramplasquig - Bestial roar (SFX).ogg	GOF85	Unleashed TramplaSquig	Goff	line	Roar Roar Roar	*Gunshot*	Bestial roar					content-word	stage-direction	
VO_Ork_Weridboy - Me skull's a-buzzin' You'z gettin' da zzap! (Andrew).ogg	GOF91	Weirdboy	Goff	line	Me skulls a buzzing, use get in da zap!	My skulls are buzzing. You's getting to zap.	Me skull's a-buzzin' You'z gettin' da zzap!	0.750		0.194		content-word		1
VO_Ork_Wurrboy - Da Waaagh's in me bones! Come an 'ave a taste! (Andrew).ogg	GOF89	Wurrboy	Goff	line	The war's in me bones! Come and have a taste!	The war's in me bones. Come and have a taste.	Da Waaagh's in me bones! Come an 'ave a taste!	0.400		0.273		case-punct-only		
VO_Ork_Zodgrod Wortsnagga - Me grots’ll show ya gitz how ta fight! (Joey).ogg	GOF86	Zodgrod Wortsnagga	Goff	line	Me grots will show ya gets out of fire!	Me grots will show you gits how to fight!	Me grots’ll show ya gitz how ta fight!	0.556		0.379		content-word		1
VO_SaimHann_Anvirr_attack.ogg	ASH1	Anvirr Keltoc	SaimHann	attack	YAH!	Yeah!						content-word		1
VO_SaimHann_Anvirr_cant.ogg	ASH1	Anvirr Keltoc	SaimHann	cantdo	I cannot do that.	I cannot do that.						exact		
VO_SaimHann_Anvirr_concede.ogg	ASH1	Anvirr Keltoc	SaimHann	concede	Come warriors, our salvation lies not here.	Come warriors, our salvation lies not here.						exact		
VO_SaimHann_Anvirr_death.ogg	ASH1	Anvirr Keltoc	SaimHann	death		*cough*						b-only		1
VO_SaimHann_Anvirr_gen1.ogg	ASH1	Anvirr Keltoc	SaimHann	gen1	Although stained red, I must walk this path.	Although stained red, I must walk this path.						exact		
VO_SaimHann_Anvirr_gen2.ogg	ASH1	Anvirr Keltoc	SaimHann	gen2	I could not be broken before and I will not be broken now.	I could not be broken before and I will not be broken now.						exact		
VO_SaimHann_Anvirr_gen3.ogg	ASH1	Anvirr Keltoc	SaimHann	gen3	Each one of your vile deeds begets a dire consequence.	Each one of your vile deeds begets a dire consequence.						exact		
VO_SaimHann_Anvirr_gen4.ogg	ASH1	Anvirr Keltoc	SaimHann	gen4	There is always a way, I always find it.	There is always a way. I always find it.						case-punct-only		
VO_SaimHann_Anvirr_gen5.ogg	ASH1	Anvirr Keltoc	SaimHann	gen5	Never engage in a battle, if you have not seen the outcome.	Never engage in a battle if you have not seen the outcome.						case-punct-only		
VO_SaimHann_Anvirr_gen6.ogg	ASH1	Anvirr Keltoc	SaimHann	gen6	I know what it is to lose everything, and I shall not falter.	I know what it is to lose everything, and I shall not falter.						exact		
VO_SaimHann_Anvirr_gen7.ogg	ASH1	Anvirr Keltoc	SaimHann	gen7	You walk a path that leads to your own ruin.	You walk a path that leads to your own ruin.						exact		
VO_SaimHann_Anvirr_greet.ogg	ASH1	Anvirr Keltoc	SaimHann	greet	The strands of fate have guided me to this place.	The strands of fate have guided me to this place.						exact		
VO_SaimHann_Anvirr_hurry.ogg	ASH1	Anvirr Keltoc	SaimHann	hurry	Time is our enemy.	Time is our enemy.						exact		
VO_SaimHann_Anvirr_intro.ogg	ASH1	Anvirr Keltoc	SaimHann	intro	The hour of blood and clashing blades has come.	The hour of blood and clashing blades has come.						exact		
VO_SaimHann_Anvirr_mirror.ogg	ASH1	Anvirr Keltoc	SaimHann	mirror	I am tested time and time again, and yet I prevail.	I am tested time and time again, and yet I prevail.						exact		
VO_SaimHann_Anvirr_threat.ogg	ASH1	Anvirr Keltoc	SaimHann	threat	Your doom is close. I have foreseen it.	Your doom is close. I have foreseen it.						exact		
VO_SaimHann_Anvirr_vsCalgar.ogg	ASH1	Anvirr Keltoc	SaimHann	vscalgar	Your kind still has many crimes to answer for.	Your kind still has many crimes to answer for.						exact		
VO_SaimHann_Anvirr_vsHexscorn.ogg	ASH1	Anvirr Keltoc	SaimHann	vshexscorn	Your very presence corrupts that which lies beyond the veil.	Your very presence corrupts that which lies beyond the veil.						exact		
VO_SaimHann_Anvirr_vsOrikan.ogg	ASH1	Anvirr Keltoc	SaimHann	vsorikan	You think you can divine the truth, but you see only lies.	You think you can divine the truth, but you see only lies.						exact		
VO_SaimHann_Anvirr_vsZephyrblade.ogg	ASH1	Anvirr Keltoc	SaimHann	vszephyrblade	Retribution will come, but we must first assure our survival.	Retribution will come, but we must first assure our survival.						exact		
VO_SaimHann_Anvirr_wp.ogg	ASH1	Anvirr Keltoc	SaimHann	wp	I did not anticipate your success.	I did not anticipate your success.						exact		
VO_SaimHann_Ghaelyn_attack.ogg	ASH5	Medreyal Ghaelyn	SaimHann	attack	Agh!	Ugh!						content-word		1
VO_SaimHann_Ghaelyn_cantDo.ogg	ASH5	Medreyal Ghaelyn	SaimHann	cantdo	This cannot be done.	This cannot be done.						exact		
VO_SaimHann_Ghaelyn_concede.ogg	ASH5	Medreyal Ghaelyn	SaimHann	concede	The skins of fate are treacherous this day.	The schemes of fate are treacherous this day.						content-word		1
VO_SaimHann_Ghaelyn_death.ogg	ASH5	Medreyal Ghaelyn	SaimHann	death	Ugh!	Ugh!						exact		
VO_SaimHann_Ghaelyn_gen1.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen1	I will not let this sanctuary be corrupted.	I will not let this sanctuary be corrupted.						exact		
VO_SaimHann_Ghaelyn_gen2.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen2	My life has been spent preparing for this.	My life has been spent preparing for this.						exact		
VO_SaimHann_Ghaelyn_gen3.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen3	You are interlopers and you will be repelled.	You are interlopers, and you will be repelled.						case-punct-only		
VO_SaimHann_Ghaelyn_gen4.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen4	If you seek to anger me, you have failed.	If you seek to anger me, you have failed.						exact		
VO_SaimHann_Ghaelyn_gen5.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen5	Ace Swift Assault is the best approach.	A swift assault is the best approach.						content-word		1
VO_SaimHann_Ghaelyn_gen6.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen6	The farseers guide my hand this day.	The Farseers guide my hand this day.						case-punct-only		
VO_SaimHann_Ghaelyn_gen7.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen7	When the craft worlds unite, we will prevail.	When the craft worlds unite, we will prevail.						exact		
VO_SaimHann_Ghaelyn_greet.ogg	ASH5	Medreyal Ghaelyn	SaimHann	greet	Ready to face the might of the SaimHann.	Ready to face the might of the Saimhan.						content-word		1
VO_SaimHann_Ghaelyn_hurry.ogg	ASH5	Medreyal Ghaelyn	SaimHann	hurry	We must hurry.	We must hurry.						exact		
VO_SaimHann_Ghaelyn_intro.ogg	ASH5	Medreyal Ghaelyn	SaimHann	intro	Cleanse this place. We must protect the craft world.	Cleanse this place. We must protect the craft world.						exact		
VO_SaimHann_Ghaelyn_mirror.ogg	ASH5	Medreyal Ghaelyn	SaimHann	mirror	Traveling the web way brings many surprises.	Travelling the web way brings many surprises.						content-word		1
VO_SaimHann_Ghaelyn_threat.ogg	ASH5	Medreyal Ghaelyn	SaimHann	threat	Silent and unseen, I will bring your life to its end.	Silent and unseen, I will bring your life to its end.						exact		
VO_SaimHann_Ghaelyn_vs_Eliac.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	I will hold nothing back.	I will hold nothing back.						exact		
VO_SaimHann_Ghaelyn_vs_Haarken.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	You will never know peace, abomination.	You will never know peace, abomination.						exact		
VO_SaimHann_Ghaelyn_vs_Tyranids.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	These soulless abominations will devour all.	These soulless abominations will devour all.						exact		
VO_SaimHann_Ghaelyn_wp.ogg	ASH5	Medreyal Ghaelyn	SaimHann	wp	You have presented an unforeseen challenge.	You have presented an unforeseen challenge.						exact		
VO_SaimHann_Zephyrblade_attack.ogg	ASH3	Eliac Zephyrblade	SaimHann	attack	Yeah!	Hyah!						content-word		1
VO_SaimHann_Zephyrblade_cantDo.ogg	ASH3	Eliac Zephyrblade	SaimHann	cantdo	I cannot do this.	I cannot do this.						exact		
VO_SaimHann_Zephyrblade_concede.ogg	ASH3	Eliac Zephyrblade	SaimHann	concede	I must leave now, but this is not the end.	I must leave now, but this is not the end.						exact		
VO_SaimHann_Zephyrblade_death.ogg	ASH3	Eliac Zephyrblade	SaimHann	death	GAH!	Gah!						case-punct-only		
VO_SaimHann_Zephyrblade_gen1.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen1	Strike and fade, Wild Riders, just like the Serpent.	Strike and fade, wild riders, just like the serpent.						case-punct-only		
VO_SaimHann_Zephyrblade_gen2.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen2	How can you hope to fight against what you can't hit?	How can you hope to fight against what you can't hit?						exact		
VO_SaimHann_Zephyrblade_gen3.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen3	Try to keep up with me.	Try to keep up with me.						exact		
VO_SaimHann_Zephyrblade_gen4.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen4	I am as the wind.	I am as the wind.						exact		
VO_SaimHann_Zephyrblade_gen5.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen5	We bring death from above as Cain Spear did before.	We bring death from above as Cain's spear did before.						content-word		1
VO_SaimHann_Zephyrblade_gen6.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen6	I fight to reclaim what is ours.	I fight to reclaim what is ours.						exact		
VO_SaimHann_Zephyrblade_gen7.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen7	Delay brings only ruin. We must strike!	Delay brings only ruin. We must strike!						exact		
VO_SaimHann_Zephyrblade_greet.ogg	ASH3	Eliac Zephyrblade	SaimHann	greet	Let the dance of death begin.	Let the dance of death begin.						exact		
VO_SaimHann_Zephyrblade_hurry.ogg	ASH3	Eliac Zephyrblade	SaimHann	hurry	It's now or never.	It's now or never.						exact		
VO_SaimHann_Zephyrblade_intro.ogg	ASH3	Eliac Zephyrblade	SaimHann	intro	I am the monster of the skies.	I am the master of the skies.						content-word		1
VO_SaimHann_Zephyrblade_mirror.ogg	ASH3	Eliac Zephyrblade	SaimHann	mirror	I will achieve victory at all costs.	I will achieve victory at all costs.						exact		
VO_SaimHann_Zephyrblade_threat.ogg	ASH3	Eliac Zephyrblade	SaimHann	threat	I promise a quick end to your struggles.	I promise a quick end to your struggles.						exact		
VO_SaimHann_Zephyrblade_vsGhaelyn.ogg	ASH3	Eliac Zephyrblade	SaimHann	vsghaelyn	Let's see how your spear fights for our craft world.	Let's see how your spear fights for our craft world.						exact		
VO_SaimHann_Zephyrblade_vsKeltoc.ogg	ASH3	Eliac Zephyrblade	SaimHann	vskeltoc	How can you join those who stabbed us in the back?	How can you join those who stabbed us in the back?						exact		
VO_SaimHann_Zephyrblade_vsZagstruk.ogg	ASH3	Eliac Zephyrblade	SaimHann	vszagstruk	Wild Riders, purge the green vermin from the skies!	Wild riders, purge the green vermin from the skies!						case-punct-only		
VO_SaimHann_Zephyrblade_wp.ogg	ASH3	Eliac Zephyrblade	SaimHann	wp	This battle is more interesting than I thought.	This battle is more interesting than I thought.						exact		
VO_Sautekh_Annihilation Barge - Obliteration protocols activated.ogg	SAU74	Annihilation Barge	Sautekh	line	Obliteration protocols activated!	Obliteration protocols activated.	Obliteration protocols activated	0.000		0.000		case-punct-only		
VO_Sautekh_Annihilation Barge - Your doom is inevitable.ogg	SAU74	Annihilation Barge	Sautekh	line	Your doom is inevitable.	Your doom is inevitable.	Your doom is inevitable	0.000		0.000		exact		
VO_Sautekh_Canoptek Plasmacyte - whirr whirr.ogg	SAU8	Canoptek Plasmacyte	Sautekh	line		.	whirr whirr					b-only		1
VO_Sautekh_Canoptek Reanimator - Reanimate.ogg	SAU25	Canoptek Reanimator	Sautekh	line	Reanimate!	REANIMATE!	Reanimate	0.000		0.000		case-punct-only		
VO_Sautekh_Canoptek Scarab - Skitter skitter.ogg	SAU7	Canoptek Scarab	Sautekh	line	Sautekh Scarab, Sautekh.		Skitter skitter	1.500		1.071		a-only		1
VO_Sautekh_Canoptek Spyder - hiss click tap.ogg	SAU19	Canoptek Spyder	Sautekh	line		*thud*	hiss click tap					b-only	stage-direction	
VO_Sautekh_Canoptek Wraith - rustle.ogg	SAU13	Canoptek Wraith	Sautekh	line		.	rustle					b-only		1
VO_Sautekh_Chronomancer - Time is fleeting, until I say otherwise.ogg	SAU27	Chronomancer	Sautekh	line	Time is fleeting, until I say otherwise.	Time is fleeting until I say otherwise.	Time is fleeting, until I say otherwise	0.000		0.000		case-punct-only		
VO_Sautekh_Cryptothrall - I must protect.ogg	SAU20	Cryptothrall	Sautekh	line	I MUST PROTECT!	I must protect!	I must protect	0.000		0.000		case-punct-only		
VO_Sautekh_Damaged Hexmark - L-L-Locating target for an-annihilation.ogg	SAU71	Damaged Hexmark	Sautekh	line	Look, look, look, it's a target for annihilation!	Lock, lock, lock, hitting target for an annihilation!	L-L-Locating target for an-annihilation	0.857		0.424		content-word		1
VO_Sautekh_Damaged Plasmacyte - anti-grav hum.ogg	SAU68	Damaged Plasmacyte	Sautekh	line		*throwing*	anti-grav hum					b-only	stage-direction	
VO_Sautekh_Deathmark - Target acquired.ogg	SAU21	Deathmark	Sautekh	line	Talk it acquired!	Target acquired!	Target acquired	1.000		0.214		content-word		1
VO_Sautekh_Doom Scythe - woooshh.ogg	SAU28	Doom Scythe	Sautekh	line		.	woooshh					b-only		1
VO_Sautekh_Doomstalker - Detecting intruder, Powering doomsday blaster.ogg	SAU40	Doomstalker	Sautekh	line	Detecting intruder, powering doomsday blaster.	Detecting intruder. Powering doomsday blaster.	Detecting intruder, Powering doomsday blaster	0.000		0.000		case-punct-only		
