file	card_id	name	faction	ev	text	avg_logprob	no_speech_prob	duration_s	elapsed_s	gt_from_filename	retry_no_vad	repaired	clean_flag
VO_Ork_Kill Rig - Da wurrboy guids us ta do da best huntin! (Andrew).ogg	GOF94	Kill Rig	Goff	line	The world boy guides us to do the best hunting.	0.0	0.0	3.394	1.47	Da wurrboy guids us ta do da best huntin!	0		
VO_Ork_Mozrog Skragbad_attack.ogg	GOF76	Mozrog Skragbad	Goff	attack	UGH!	0.0	0.0	0.451	1.42		1		
VO_Ork_Mozrog Skragbad_cantDo.ogg	GOF76	Mozrog Skragbad	Goff	cantdo	No can do.	0.0	0.0	1.084	1.38		0		
VO_Ork_Mozrog Skragbad_concede.ogg	GOF76	Mozrog Skragbad	Goff	concede	Damn, he squigs a better company.	0.0	0.0	2.21	1.51		0		
VO_Ork_Mozrog Skragbad_death.ogg	GOF76	Mozrog Skragbad	Goff	death	MMMMMMMMMMMMMMMMMMMM	0.0	0.0	1.026	1.51		1		generic
VO_Ork_Mozrog Skragbad_gen1.ogg	GOF76	Mozrog Skragbad	Goff	gen1	Me gut-rippers getting thirsty!	0.0	0.0	2.846	1.48		0		
VO_Ork_Mozrog Skragbad_gen2.ogg	GOF76	Mozrog Skragbad	Goff	gen2	Me's tougher than a rock skrag!	0.0	0.0	2.312	1.51		0		
VO_Ork_Mozrog Skragbad_gen3.ogg	GOF76	Mozrog Skragbad	Goff	gen3	That's gonna make some good trophy.	0.0	0.0	2.727	1.47		0		
VO_Ork_Mozrog Skragbad_gen4.ogg	GOF76	Mozrog Skragbad	Goff	gen4	Waaaaaah!	0.0	0.0	2.265	1.44		0		
VO_Ork_Mozrog Skragbad_gen5.ogg	GOF76	Mozrog Skragbad	Goff	gen5	What? I wasn't listening.	0.0	0.0	1.905	1.48		0		
VO_Ork_Mozrog Skragbad_gen6.ogg	GOF76	Mozrog Skragbad	Goff	gen6	Way's gonna swallow your hoe.	0.0	0.0	2.492	1.47		0		
VO_Ork_Mozrog Skragbad_gen7.ogg	GOF76	Mozrog Skragbad	Goff	gen7	We ain't here to muck a bat, do your thing!	0.0	0.0	3.09	1.55		0		
VO_Ork_Mozrog Skragbad_greet.ogg	GOF76	Mozrog Skragbad	Goff	greet	You're just in a way of me prey.	0.0	0.0	2.347	1.52		0		
VO_Ork_Mozrog Skragbad_hurry.ogg	GOF76	Mozrog Skragbad	Goff	hurry	Just stop some git!	0.0	0.0	1.476	1.43		0		
VO_Ork_Mozrog Skragbad_intro.ogg	GOF76	Mozrog Skragbad	Goff	intro	Reprise close, I can smell it.	0.0	0.0	3.026	1.45		0		
VO_Ork_Mozrog Skragbad_mirror.ogg	GOF76	Mozrog Skragbad	Goff	mirror	Now one's got some mighty teeth, for now.	0.0	0.0	3.992	1.52		0		
VO_Ork_Mozrog Skragbad_threat.ogg	GOF76	Mozrog Skragbad	Goff	threat	Big Jopper's Gats is a Rumbling.	0.0	0.0	2.773	1.51		0		
VO_Ork_Mozrog Skragbad_vsBL.ogg	GOF76	Mozrog Skragbad	Goff	vsbl	Big chump, I'll eat you, so, SPIKE SHITTLE!	0.0	0.0	4.3	1.62		0		
VO_Ork_Mozrog Skragbad_vsMorgrim.ogg	GOF76	Mozrog Skragbad	Goff	vsmorgrim	Only me getting swamped here is yours if you don't quit flapping your gub.	0.0	0.0	4.947	1.64		0		
VO_Ork_Mozrog Skragbad_vsSwarmlord.ogg	GOF76	Mozrog Skragbad	Goff	vsswarmlord	And here I am, the auto-weight jump.	0.0	0.0	2.959	1.52		0		
VO_Ork_Mozrog Skragbad_vsTervigon.ogg	GOF76	Mozrog Skragbad	Goff	vstervigon	Bet that one'll put up a good fight!	0.0	0.0	2.054	1.46		0		
VO_Ork_Mozrog Skragbad_vsUM.ogg	GOF76	Mozrog Skragbad	Goff	vsum	Oi, big jump-ah! Your gut's getting lucky!	0.0	0.0	3.752	1.54		0		
VO_Ork_Mozrog Skragbad_wp.ogg	GOF76	Mozrog Skragbad	Goff	wp	BAD FOR A KIT!	0.0	0.0	2.576	1.4		0		
VO_Ork_Nob on Smasha Squig - Fasta! 'Dis one's gonna get messy (Andrew).ogg	GOF87	Nob on Smasha Squig	Goff	line	Faster! This one's gonna get messy!	0.0	0.0	3.006	1.52	Fasta! 'Dis one's gonna get messy	0		
VO_Ork_Painboss - Shut yer gob or I'z smack you with yer own bits! (Andrew).ogg	GOF93	Painboss	Goff	line	Shut your gob or I'll smack you with your own bits!	0.0	0.0	2.934	1.51	Shut yer gob or I'z smack you with yer own bits!	0		
VO_Ork_Runtherd - If ya ain't bitin' ya ain't worth keepin'! (Andrew).ogg	GOF83	Runtherd	Goff	line	If you ain't biting, you ain't worth keeping.	0.0	0.0	2.834	1.5	If ya ain't bitin' ya ain't worth keepin'!	0		
VO_Ork_Snakebite Battlewagon - Da biggest wheels get da biggest kills! (Andrew).ogg	GOF95	Snakebite Battlewagon	Goff	line	The biggest wheels get the biggest kills!	0.0	0.0	3.002	1.44	Da biggest wheels get da biggest kills!	0		
VO_Ork_Snakebite Grot - C'mon you lot! Da boss needs us! (Andrew).ogg	GOF77	Snakebite Grot	Goff	line	Come on, you lot! The boss needs us!	0.0	0.0	3.186	1.5	C'mon you lot! Da boss needs us!	0		
VO_Ork_Snakebite Nob - No zoggin' tricks just proper choppin'! (Joey).ogg	GOF84	Snakebite Nob	Goff	line	No soggy tricks! Just proper chopping!	0.0	0.0	3.183	1.44	No zoggin' tricks just proper choppin'!	0		
VO_Ork_Squighog Boy - Me squig's noggin's 'arder dan yours! (Andrew).ogg	GOF78	Beast Snagga Boy	Goff	line	My squigs noggings harder than yours!	0.0	0.0	2.451	1.47	Me squig's noggin's 'arder dan yours!	0		
VO_Ork_Thump Gun Beast Snagga - Diz is gonna hurt! (Andrew).ogg	GOF80	Thump Gun Beast Snagga	Goff	line	This is gonna hurt!	0.0	0.0	1.499	1.42	Diz is gonna hurt!	0		
VO_Ork_Unleashed Tramplasquig - Bestial roar (SFX).ogg	GOF85	Unleashed TramplaSquig	Goff	line	Roar Roar Roar	0.0	0.0	2.625	30.36	Bestial roar	1		
VO_Ork_Weridboy - Me skull's a-buzzin' You'z gettin' da zzap! (Andrew).ogg	GOF91	Weirdboy	Goff	line	Me skulls a buzzing, use get in da zap!	0.0	0.0	3.902	1.5	Me skull's a-buzzin' You'z gettin' da zzap!	0		
VO_Ork_Wurrboy - Da Waaagh's in me bones! Come an 'ave a taste! (Andrew).ogg	GOF89	Wurrboy	Goff	line	The war's in me bones! Come and have a taste!	0.0	0.0	3.67	1.46	Da Waaagh's in me bones! Come an 'ave a taste!	0		
VO_Ork_Zodgrod Wortsnagga - Me grots’ll show ya gitz how ta fight! (Joey).ogg	GOF86	Zodgrod Wortsnagga	Goff	line	Me grots will show ya gets out of fire!	0.0	0.0	3.514	1.48	Me grots’ll show ya gitz how ta fight!	0		
VO_SaimHann_Anvirr_attack.ogg	ASH1	Anvirr Keltoc	SaimHann	attack	YAH!	0.0	0.0	0.652	1.35		0		
VO_SaimHann_Anvirr_cant.ogg	ASH1	Anvirr Keltoc	SaimHann	cantdo	I cannot do that.	0.0	0.0	1.569	1.4		0		
VO_SaimHann_Anvirr_concede.ogg	ASH1	Anvirr Keltoc	SaimHann	concede	Come warriors, our salvation lies not here.	0.0	0.0	3.975	1.4		0		
VO_SaimHann_Anvirr_death.ogg	ASH1	Anvirr Keltoc	SaimHann	death		0.0	0.0	1.073	1.54		1	1	echo
VO_SaimHann_Anvirr_gen1.ogg	ASH1	Anvirr Keltoc	SaimHann	gen1	Although stained red, I must walk this path.	0.0	0.0	4.052	1.45		0		
VO_SaimHann_Anvirr_gen2.ogg	ASH1	Anvirr Keltoc	SaimHann	gen2	I could not be broken before and I will not be broken now.	0.0	0.0	4.676	1.55		0		
VO_SaimHann_Anvirr_gen3.ogg	ASH1	Anvirr Keltoc	SaimHann	gen3	Each one of your vile deeds begets a dire consequence.	0.0	0.0	5.175	1.49		0		
VO_SaimHann_Anvirr_gen4.ogg	ASH1	Anvirr Keltoc	SaimHann	gen4	There is always a way, I always find it.	0.0	0.0	2.972	1.48		0		
VO_SaimHann_Anvirr_gen5.ogg	ASH1	Anvirr Keltoc	SaimHann	gen5	Never engage in a battle, if you have not seen the outcome.	0.0	0.0	5.007	1.51		0		
VO_SaimHann_Anvirr_gen6.ogg	ASH1	Anvirr Keltoc	SaimHann	gen6	I know what it is to lose everything, and I shall not falter.	0.0	0.0	4.716	1.58		0		
VO_SaimHann_Anvirr_gen7.ogg	ASH1	Anvirr Keltoc	SaimHann	gen7	You walk a path that leads to your own ruin.	0.0	0.0	3.151	1.47		0		
VO_SaimHann_Anvirr_greet.ogg	ASH1	Anvirr Keltoc	SaimHann	greet	The strands of fate have guided me to this place.	0.0	0.0	3.937	1.54		0		
VO_SaimHann_Anvirr_hurry.ogg	ASH1	Anvirr Keltoc	SaimHann	hurry	Time is our enemy.	0.0	0.0	2.071	1.39		0		
VO_SaimHann_Anvirr_intro.ogg	ASH1	Anvirr Keltoc	SaimHann	intro	The hour of blood and clashing blades has come.	0.0	0.0	4.671	1.48		0		
VO_SaimHann_Anvirr_mirror.ogg	ASH1	Anvirr Keltoc	SaimHann	mirror	I am tested time and time again, and yet I prevail.	0.0	0.0	5.052	1.53		0		
VO_SaimHann_Anvirr_threat.ogg	ASH1	Anvirr Keltoc	SaimHann	threat	Your doom is close. I have foreseen it.	0.0	0.0	3.7	1.47		0		
VO_SaimHann_Anvirr_vsCalgar.ogg	ASH1	Anvirr Keltoc	SaimHann	vscalgar	Your kind still has many crimes to answer for.	0.0	0.0	4.052	1.44		0		
VO_SaimHann_Anvirr_vsHexscorn.ogg	ASH1	Anvirr Keltoc	SaimHann	vshexscorn	Your very presence corrupts that which lies beyond the veil.	0.0	0.0	3.817	1.49		0		
VO_SaimHann_Anvirr_vsOrikan.ogg	ASH1	Anvirr Keltoc	SaimHann	vsorikan	You think you can divine the truth, but you see only lies.	0.0	0.0	4.351	1.49		0		
VO_SaimHann_Anvirr_vsZephyrblade.ogg	ASH1	Anvirr Keltoc	SaimHann	vszephyrblade	Retribution will come, but we must first assure our survival.	0.0	0.0	4.911	1.47		0		
VO_SaimHann_Anvirr_wp.ogg	ASH1	Anvirr Keltoc	SaimHann	wp	I did not anticipate your success.	0.0	0.0	2.807	1.38		0		
VO_SaimHann_Ghaelyn_attack.ogg	ASH5	Medreyal Ghaelyn	SaimHann	attack	Agh!	0.0	0.0	0.411	1.37		0		
VO_SaimHann_Ghaelyn_cantDo.ogg	ASH5	Medreyal Ghaelyn	SaimHann	cantdo	This cannot be done.	0.0	0.0	1.183	1.36		0		
VO_SaimHann_Ghaelyn_concede.ogg	ASH5	Medreyal Ghaelyn	SaimHann	concede	The skins of fate are treacherous this day.	0.0	0.0	3.081	1.48		0		
VO_SaimHann_Ghaelyn_death.ogg	ASH5	Medreyal Ghaelyn	SaimHann	death	Ugh!	0.0	0.0	0.614	1.37		1		
VO_SaimHann_Ghaelyn_gen1.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen1	I will not let this sanctuary be corrupted.	0.0	0.0	3.711	1.5		0		
VO_SaimHann_Ghaelyn_gen2.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen2	My life has been spent preparing for this.	0.0	0.0	2.872	1.45		0		
VO_SaimHann_Ghaelyn_gen3.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen3	You are interlopers and you will be repelled.	0.0	0.0	4.745	1.49		0		
VO_SaimHann_Ghaelyn_gen4.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen4	If you seek to anger me, you have failed.	0.0	0.0	3.354	1.46		0		
VO_SaimHann_Ghaelyn_gen5.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen5	Ace Swift Assault is the best approach.	0.0	0.0	2.353	1.44		0		
VO_SaimHann_Ghaelyn_gen6.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen6	The farseers guide my hand this day.	0.0	0.0	3.004	1.44		0		
VO_SaimHann_Ghaelyn_gen7.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen7	When the craft worlds unite, we will prevail.	0.0	0.0	3.717	1.48		0		
VO_SaimHann_Ghaelyn_greet.ogg	ASH5	Medreyal Ghaelyn	SaimHann	greet	Ready to face the might of the SaimHann.	0.0	0.0	3.714	1.49		0		
VO_SaimHann_Ghaelyn_hurry.ogg	ASH5	Medreyal Ghaelyn	SaimHann	hurry	We must hurry.	0.0	0.0	1.22	1.42		0		
VO_SaimHann_Ghaelyn_intro.ogg	ASH5	Medreyal Ghaelyn	SaimHann	intro	Cleanse this place. We must protect the craft world.	0.0	0.0	4.088	1.5		0		
VO_SaimHann_Ghaelyn_mirror.ogg	ASH5	Medreyal Ghaelyn	SaimHann	mirror	Traveling the web way brings many surprises.	0.0	0.0	3.246	1.42		0		
VO_SaimHann_Ghaelyn_threat.ogg	ASH5	Medreyal Ghaelyn	SaimHann	threat	Silent and unseen, I will bring your life to its end.	0.0	0.0	5.217	1.58		0		
VO_SaimHann_Ghaelyn_vs_Eliac.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	I will hold nothing back.	0.0	0.0	2.149	1.46		0		
VO_SaimHann_Ghaelyn_vs_Haarken.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	You will never know peace, abomination.	0.0	0.0	3.203	1.51		0		
VO_SaimHann_Ghaelyn_vs_Tyranids.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	These soulless abominations will devour all.	0.0	0.0	3.818	1.55		0		
VO_SaimHann_Ghaelyn_wp.ogg	ASH5	Medreyal Ghaelyn	SaimHann	wp	You have presented an unforeseen challenge.	0.0	0.0	3.156	1.46		0		
VO_SaimHann_Zephyrblade_attack.ogg	ASH3	Eliac Zephyrblade	SaimHann	attack	Yeah!	0.0	0.0	0.341	1.39		0		generic
VO_SaimHann_Zephyrblade_cantDo.ogg	ASH3	Eliac Zephyrblade	SaimHann	cantdo	I cannot do this.	0.0	0.0	1.18	1.39		0		
VO_SaimHann_Zephyrblade_concede.ogg	ASH3	Eliac Zephyrblade	SaimHann	concede	I must leave now, but this is not the end.	0.0	0.0	3.516	1.46		0		
VO_SaimHann_Zephyrblade_death.ogg	ASH3	Eliac Zephyrblade	SaimHann	death	GAH!	0.0	0.0	1.705	11.43		1		
VO_SaimHann_Zephyrblade_gen1.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen1	Strike and fade, Wild Riders, just like the Serpent.	0.0	0.0	4.518	1.48		0		
VO_SaimHann_Zephyrblade_gen2.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen2	How can you hope to fight against what you can't hit?	0.0	0.0	3.72	1.53		0		
VO_SaimHann_Zephyrblade_gen3.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen3	Try to keep up with me.	0.0	0.0	1.798	1.46		0		
VO_SaimHann_Zephyrblade_gen4.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen4	I am as the wind.	0.0	0.0	2.341	1.41		0		
VO_SaimHann_Zephyrblade_gen5.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen5	We bring death from above as Cain Spear did before.	0.0	0.0	4.973	1.56		0		
VO_SaimHann_Zephyrblade_gen6.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen6	I fight to reclaim what is ours.	0.0	0.0	3.238	1.51		0		
VO_SaimHann_Zephyrblade_gen7.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen7	Delay brings only ruin. We must strike!	0.0	0.0	4.065	1.56		0		
VO_SaimHann_Zephyrblade_greet.ogg	ASH3	Eliac Zephyrblade	SaimHann	greet	Let the dance of death begin.	0.0	0.0	3.023	1.5		0		
VO_SaimHann_Zephyrblade_hurry.ogg	ASH3	Eliac Zephyrblade	SaimHann	hurry	It's now or never.	0.0	0.0	1.879	1.37		0		
VO_SaimHann_Zephyrblade_intro.ogg	ASH3	Eliac Zephyrblade	SaimHann	intro	I am the monster of the skies.	0.0	0.0	3.168	1.43		0		
VO_SaimHann_Zephyrblade_mirror.ogg	ASH3	Eliac Zephyrblade	SaimHann	mirror	I will achieve victory at all costs.	0.0	0.0	3.627	1.44		0		
VO_SaimHann_Zephyrblade_threat.ogg	ASH3	Eliac Zephyrblade	SaimHann	threat	I promise a quick end to your struggles.	0.0	0.0	3.322	1.45		0		
VO_SaimHann_Zephyrblade_vsGhaelyn.ogg	ASH3	Eliac Zephyrblade	SaimHann	vsghaelyn	Let's see how your spear fights for our craft world.	0.0	0.0	3.493	1.46		0		
VO_SaimHann_Zephyrblade_vsKeltoc.ogg	ASH3	Eliac Zephyrblade	SaimHann	vskeltoc	How can you join those who stabbed us in the back?	0.0	0.0	3.836	1.43		0		
VO_SaimHann_Zephyrblade_vsZagstruk.ogg	ASH3	Eliac Zephyrblade	SaimHann	vszagstruk	Wild Riders, purge the green vermin from the skies!	0.0	0.0	3.641	1.55		0		
VO_SaimHann_Zephyrblade_wp.ogg	ASH3	Eliac Zephyrblade	SaimHann	wp	This battle is more interesting than I thought.	0.0	0.0	3.38	1.38		0		
VO_Sautekh_Annihilation Barge - Obliteration protocols activated.ogg	SAU74	Annihilation Barge	Sautekh	line	Obliteration protocols activated!	0.0	0.0	2.756	1.4	Obliteration protocols activated	0		
VO_Sautekh_Annihilation Barge - Your doom is inevitable.ogg	SAU74	Annihilation Barge	Sautekh	line	Your doom is inevitable.	0.0	0.0	2.201	1.39	Your doom is inevitable	0		
VO_Sautekh_Canoptek Plasmacyte - whirr whirr.ogg	SAU8	Canoptek Plasmacyte	Sautekh	line		0.0	0.0	2.321	1.49	whirr whirr	0	1	halluc
VO_Sautekh_Canoptek Reanimator - Reanimate.ogg	SAU25	Canoptek Reanimator	Sautekh	line	Reanimate!	0.0	0.0	0.939	1.36	Reanimate	0		
VO_Sautekh_Canoptek Scarab - Skitter skitter.ogg	SAU7	Canoptek Scarab	Sautekh	line	Sautekh Scarab, Sautekh.	0.0	0.0	1.728	1.43	Skitter skitter	1		
VO_Sautekh_Canoptek Spyder - hiss click tap.ogg	SAU19	Canoptek Spyder	Sautekh	line		0.0	0.0	2.573	1.5	hiss click tap	1	1	echo
VO_Sautekh_Canoptek Wraith - rustle.ogg	SAU13	Canoptek Wraith	Sautekh	line		0.0	0.0	2.483	1.43	rustle	1	1	echo
VO_Sautekh_Chronomancer - Time is fleeting, until I say otherwise.ogg	SAU27	Chronomancer	Sautekh	line	Time is fleeting, until I say otherwise.	0.0	0.0	3.849	1.43	Time is fleeting, until I say otherwise	0		
VO_Sautekh_Cryptothrall - I must protect.ogg	SAU20	Cryptothrall	Sautekh	line	I MUST PROTECT!	0.0	0.0	1.733	1.35	I must protect	0		
VO_Sautekh_Damaged Hexmark - L-L-Locating target for an-annihilation.ogg	SAU71	Damaged Hexmark	Sautekh	line	Look, look, look, it's a target for annihilation!	0.0	0.0	3.681	1.48	L-L-Locating target for an-annihilation	0		
VO_Sautekh_Damaged Plasmacyte - anti-grav hum.ogg	SAU68	Damaged Plasmacyte	Sautekh	line		0.0	0.0	2.315	1.39	anti-grav hum	0	1	echo
VO_Sautekh_Deathmark - Target acquired.ogg	SAU21	Deathmark	Sautekh	line	Talk it acquired!	0.0	0.0	1.488	1.32	Target acquired	0		
VO_Sautekh_Doom Scythe - woooshh.ogg	SAU28	Doom Scythe	Sautekh	line		0.0	0.0	4.541	1.44	woooshh	1	1	halluc
VO_Sautekh_Doomstalker - Detecting intruder, Powering doomsday blaster.ogg	SAU40	Doomstalker	Sautekh	line	Detecting intruder, powering doomsday blaster.	0.0	0.0	3.815	1.51	Detecting intruder, Powering doomsday blaster	0		
VO_Sautekh_Flayed One - Fleeeessssshhhhh.ogg	SAU9	Flayed One	Sautekh	line	Flayed.	0.0	0.0	3.041	1.35	Fleeeessssshhhhh	0		
VO_Sautekh_Flayed Ones Pack - We hunger.ogg	SAU69	Flayed Ones Pack	Sautekh	line	We hunger.	0.0	0.0	2.739	1.41	We hunger	0		
VO_Sautekh_Gauss Immortal - Disintegrate.ogg	SAU14	Gauss Blaster Immortal	Sautekh	line	Disintegrate.	0.0	0.0	1.345	1.33	Disintegrate	0		
VO_Sautekh_Gauss Warrior - Fire.ogg	SAU10	Gauss Reaper Warrior	Sautekh	line	FIRE!	0.0	0.0	1.185	1.35	Fire	0		
VO_Sautekh_Ghost Ark - Our ranks are endless.ogg	SAU36	Ghost Ark	Sautekh	line	Our ranks are endless.	0.0	0.0	2.935	1.38	Our ranks are endless	0		
VO_Sautekh_Hexmark Destroyer - Multiple targets on sight.ogg	SAU32	Hexmark Destroyer	Sautekh	line	Multiple targets on the site.	0.0	0.0	2.408	1.37	Multiple targets on sight	0		
VO_Sautekh_Immortals Phalanx - None can stand against us.ogg	SAU72	Immortals Phalanx	Sautekh	line	None can stand against us!	0.0	0.0	2.701	1.44	None can stand against us	0		
VO_Sautekh_Lokhust Destroyer - All life must be expunged.ogg	SAU70	Lokhust Destroyer	Sautekh	line	SPANISHED!	0.0	0.0	2.277	1.37	All life must be expunged	0		
VO_Sautekh_Lokhust Heavy Destroyer - Moving into optimal firing position.ogg	SAU29	Lokhust Heavy Destroyer	Sautekh	line	Moving into optimal firing position.	0.0	0.0	2.37	1.42	Moving into optimal firing position	0		
VO_Sautekh_Lokhust Lord - By my will Render them down to atoms.ogg	SAU73	Lokhust Lord	Sautekh	line	By my will, ring to them down to atoms!	0.0	0.0	4.193	1.46	By my will Render them down to atoms	0		
VO_Sautekh_Lychguard - I am eternal, I am death.ogg	SAU_Lychguard	Lychguard	Sautekh	line	I am eternal. I am death.	0.0	0.0	2.849	1.42	I am eternal, I am death	0		
VO_Sautekh_Monolith - rumble.ogg	SAU43	Monolith	Sautekh	line	Sautekh.	0.0	0.0	2.26	1.36	rumble	1		
VO_Sautekh_Necron Lord - Dare you face my undying legions.ogg	SAU37	Necron Lord	Sautekh	line	You face my undying legions.	0.0	0.0	2.753	1.41	Dare you face my undying legions	0		
VO_Sautekh_Necron Warrior - Obey.ogg	SAU11	Necron Warrior	Sautekh	line	Oh, babe!	0.0	0.0	1.752	1.38	Obey	1		
VO_Sautekh_Night Scythe - woosh.ogg	SAU22	Night Scythe	Sautekh	line	R.I.P.	0.0	0.0	3.868	4.05	woosh	1		
VO_Sautekh_Ophydian Destroyer - I sense life.ogg	SAU15	Ophydian Destroyer	Sautekh	line	I sense life.	0.0	0.0	2.985	1.33	I sense life	0		
VO_Sautekh_Plasmancer - Your presence must be eradicated.ogg	SAU33	Plasmancer	Sautekh	line	Your presence must be eradicated.	0.0	0.0	2.615	1.36	Your presence must be eradicated	0		
VO_Sautekh_Psychomancer - What is it you most fear.ogg	SAU23	Psychomancer	Sautekh	line	What is it you most fear?	0.0	0.0	2.905	1.41	What is it you most fear	0		
VO_Sautekh_Ramatekh the Cruel_Backup1.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	backup1	Your demise is inevitable.	0.0	0.0	2.172	1.36		0		
VO_Sautekh_Ramatekh the Cruel_Backup2.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	backup2	I shall rend the knife from your flesh.	0.0	0.0	3.079	1.42		0		
VO_Sautekh_Ramatekh the Cruel_Backup3.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	backup3	I crave the vanquishing of a great foe, but I suppose you will suffice.	0.0	0.0	6.764	1.54		0		
VO_Sautekh_Ramatekh the Cruel_attack.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	attack	Urgh!	0.0	0.0	0.724	3.85		1		
VO_Sautekh_Ramatekh the Cruel_cantDo.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	cantdo	That is not possible.	0.0	0.0	2.121	1.36		0		
VO_Sautekh_Ramatekh the Cruel_concede.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	concede	This is a minor setback. It will not save you from annihilation.	0.0	0.0	3.935	1.5		0		
VO_Sautekh_Ramatekh the Cruel_death.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	death		0.0	0.0	2.022	1.44		1	1	echo
VO_Sautekh_Ramatekh the Cruel_gen1.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen1	I will brook no defiance!	0.0	0.0	2.951	1.42		0		
VO_Sautekh_Ramatekh the Cruel_gen2.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen2	You will soon be freed from your aimless existence.	0.0	0.0	4.273	1.52		0		
VO_Sautekh_Ramatekh the Cruel_gen3.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen3	Gaze into the abyss and welcome its cold embrace.	0.0	0.0	4.241	1.49		0		
VO_Sautekh_Ramatekh the Cruel_gen4.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen4	Death is the only constant in this forsaken galaxy.	0.0	0.0	4.759	1.46		0		
VO_Sautekh_Ramatekh the Cruel_gen5.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen5	All life shall end beneath my blade.	0.0	0.0	4.121	1.44		0		
VO_Sautekh_Ramatekh the Cruel_gen6.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen6	The grasp of oblivion will always find you.	0.0	0.0	3.996	1.49		0		
VO_Sautekh_Ramatekh the Cruel_gen7.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen7	All who defy me will be expunged by my hand.	0.0	0.0	4.969	1.55		0		
VO_Sautekh_Ramatekh the Cruel_greet.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	greet	I am Ramatekh. Prepare to meet your doom.	0.0	0.0	4.396	1.5		0		
VO_Sautekh_Ramatekh the Cruel_hurry.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	hurry	We must hasten!	0.0	0.0	1.401	1.41		0		
VO_Sautekh_Ramatekh the Cruel_intro.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	intro	There is no escape. No refuge. Only death awaits.	0.0	0.0	4.908	1.57		0		
VO_Sautekh_Ramatekh the Cruel_mirror.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	mirror	The stars themselves shall tremble before me.	0.0	0.0	3.316	1.47		0		
VO_Sautekh_Ramatekh the Cruel_threat.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	threat	I will come on existence!	0.0	0.0	3.713	1.42		0		
VO_Sautekh_Ramatekh the Cruel_vsAun'Va.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsaun'va	I serve no ideal, but the inevitability of death.	0.0	0.0	5.257	1.51		0		
VO_Sautekh_Ramatekh the Cruel_vsGrukk.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsgrukk	Come forth, brute, and meet your ruin!	0.0	0.0	3.276	1.45		0		
VO_Sautekh_Ramatekh the Cruel_vsImotekh.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsimotekh	Peace, the galaxy shall drown incarnate before your empty dreams are realized.	0.0	0.0	6.743	1.52		0		
VO_Sautekh_Ramatekh the Cruel_vsKeltoc.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vskeltoc	Your ancient race shall wither like others before it.	0.0	0.0	4.609	1.47		0		
VO_Sautekh_Ramatekh the Cruel_vsNecron.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsnecron	The centipede trail fuels my unending hatred.	0.0	0.0	4.316	1.46		0		
