file	card_id	name	faction	ev	text	elapsed_s	gt_from_filename	clean_flag
VO_SaimHann_Zephyrblade_gen2.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen2	How can you hope to fight against what you can't hit?	7.86		
VO_SaimHann_Zephyrblade_gen3.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen3	Try to keep up with me.	7.81		
VO_SaimHann_Zephyrblade_gen4.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen4	I am as the wind.	7.69		
VO_SaimHann_Zephyrblade_gen5.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen5	We bring death from above as Cain's spear did before.	7.72		
VO_SaimHann_Zephyrblade_gen6.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen6	I fight to reclaim what is ours.	7.71		
VO_SaimHann_Zephyrblade_gen7.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen7	Delay brings only ruin. We must strike!	7.73		
VO_SaimHann_Zephyrblade_greet.ogg	ASH3	Eliac Zephyrblade	SaimHann	greet	Let the dance of death begin.	7.68		
VO_SaimHann_Zephyrblade_hurry.ogg	ASH3	Eliac Zephyrblade	SaimHann	hurry	It's now or never.	7.65		
VO_SaimHann_Zephyrblade_intro.ogg	ASH3	Eliac Zephyrblade	SaimHann	intro	I am the master of the skies.	7.7		
VO_SaimHann_Zephyrblade_mirror.ogg	ASH3	Eliac Zephyrblade	SaimHann	mirror	I will achieve victory at all costs.	7.69		
VO_SaimHann_Zephyrblade_threat.ogg	ASH3	Eliac Zephyrblade	SaimHann	threat	I promise a quick end to your struggles.	7.69		
VO_SaimHann_Zephyrblade_vsGhaelyn.ogg	ASH3	Eliac Zephyrblade	SaimHann	vsghaelyn	Let's see how your spear fights for our craft world.	7.74		
VO_SaimHann_Zephyrblade_vsKeltoc.ogg	ASH3	Eliac Zephyrblade	SaimHann	vskeltoc	How can you join those who stabbed us in the back?	7.74		
VO_SaimHann_Zephyrblade_vsZagstruk.ogg	ASH3	Eliac Zephyrblade	SaimHann	vszagstruk	Wild riders, purge the green vermin from the skies!	7.75		
VO_SaimHann_Zephyrblade_wp.ogg	ASH3	Eliac Zephyrblade	SaimHann	wp	This battle is more interesting than I thought.	7.74		
VO_Sautekh_Annihilation Barge - Obliteration protocols activated.ogg	SAU74	Annihilation Barge	Sautekh	line	Obliteration protocols activated.	7.73	Obliteration protocols activated	
VO_Sautekh_Annihilation Barge - Your doom is inevitable.ogg	SAU74	Annihilation Barge	Sautekh	line	Your doom is inevitable.	7.91	Your doom is inevitable	
VO_Sautekh_Canoptek Plasmacyte - whirr whirr.ogg	SAU8	Canoptek Plasmacyte	Sautekh	line	.	7.76	whirr whirr	
VO_Sautekh_Canoptek Reanimator - Reanimate.ogg	SAU25	Canoptek Reanimator	Sautekh	line	REANIMATE!	7.71	Reanimate	
VO_Sautekh_Canoptek Scarab - Skitter skitter.ogg	SAU7	Canoptek Scarab	Sautekh	line		7.77	Skitter skitter	halluc
VO_Sautekh_Canoptek Spyder - hiss click tap.ogg	SAU19	Canoptek Spyder	Sautekh	line	*thud*	7.82	hiss click tap	
VO_Sautekh_Canoptek Wraith - rustle.ogg	SAU13	Canoptek Wraith	Sautekh	line	.	7.95	rustle	
VO_Sautekh_Chronomancer - Time is fleeting, until I say otherwise.ogg	SAU27	Chronomancer	Sautekh	line	Time is fleeting until I say otherwise.	7.93	Time is fleeting, until I say otherwise	
VO_Sautekh_Cryptothrall - I must protect.ogg	SAU20	Cryptothrall	Sautekh	line	I must protect!	7.92	I must protect	
VO_Sautekh_Damaged Hexmark - L-L-Locating target for an-annihilation.ogg	SAU71	Damaged Hexmark	Sautekh	line	Lock, lock, lock, hitting target for an annihilation!	7.97	L-L-Locating target for an-annihilation	
VO_Sautekh_Damaged Plasmacyte - anti-grav hum.ogg	SAU68	Damaged Plasmacyte	Sautekh	line	*throwing*	7.94	anti-grav hum	
VO_Sautekh_Deathmark - Target acquired.ogg	SAU21	Deathmark	Sautekh	line	Target acquired!	7.69	Target acquired	
VO_Sautekh_Doom Scythe - woooshh.ogg	SAU28	Doom Scythe	Sautekh	line	.	7.76	woooshh	
VO_Sautekh_Doomstalker - Detecting intruder, Powering doomsday blaster.ogg	SAU40	Doomstalker	Sautekh	line	Detecting intruder. Powering doomsday blaster.	7.73	Detecting intruder, Powering doomsday blaster	
VO_Sautekh_Flayed One - Fleeeessssshhhhh.ogg	SAU9	Flayed One	Sautekh	line	FLECH!	7.79	Fleeeessssshhhhh	
VO_Sautekh_Flayed Ones Pack - We hunger.ogg	SAU69	Flayed Ones Pack	Sautekh	line	We hunger!	7.68	We hunger	
VO_Sautekh_Gauss Immortal - Disintegrate.ogg	SAU14	Gauss Blaster Immortal	Sautekh	line	Disintegrate	7.67	Disintegrate	
VO_Sautekh_Gauss Warrior - Fire.ogg	SAU10	Gauss Reaper Warrior	Sautekh	line	FIRE!	7.66	Fire	
VO_Sautekh_Ghost Ark - Our ranks are endless.ogg	SAU36	Ghost Ark	Sautekh	line	Our ranks are endless.	7.69	Our ranks are endless	
VO_Sautekh_Hexmark Destroyer - Multiple targets on sight.ogg	SAU32	Hexmark Destroyer	Sautekh	line	Multiple targets on site.	7.7	Multiple targets on sight	
VO_Sautekh_Immortals Phalanx - None can stand against us.ogg	SAU72	Immortals Phalanx	Sautekh	line	None can stand against us.	7.71	None can stand against us	
VO_Sautekh_Lokhust Destroyer - All life must be expunged.ogg	SAU70	Lokhust Destroyer	Sautekh	line	All life must be expunged!	7.7	All life must be expunged	
VO_Sautekh_Lokhust Heavy Destroyer - Moving into optimal firing position.ogg	SAU29	Lokhust Heavy Destroyer	Sautekh	line	Moving into optimal firing position.	7.68	Moving into optimal firing position	
VO_Sautekh_Lokhust Lord - By my will Render them down to atoms.ogg	SAU73	Lokhust Lord	Sautekh	line	By my will, render them down to atoms!	7.69	By my will Render them down to atoms	
VO_Sautekh_Lychguard - I am eternal, I am death.ogg	SAU_Lychguard	Lychguard	Sautekh	line	I am eternal, I am death!	7.69	I am eternal, I am death	
VO_Sautekh_Monolith - rumble.ogg	SAU43	Monolith	Sautekh	line	*Gunshot*	7.75	rumble	
VO_Sautekh_Necron Lord - Dare you face my undying legions.ogg	SAU37	Necron Lord	Sautekh	line	Dare you face my undying legends!	7.69	Dare you face my undying legions	
VO_Sautekh_Necron Warrior - Obey.ogg	SAU11	Necron Warrior	Sautekh	line	Obey!	7.73	Obey	
VO_Sautekh_Night Scythe - woosh.ogg	SAU22	Night Scythe	Sautekh	line	*Gunshot*	7.82	woosh	
VO_Sautekh_Ophydian Destroyer - I sense life.ogg	SAU15	Ophydian Destroyer	Sautekh	line	I sense life.	7.98	I sense life	
VO_Sautekh_Plasmancer - Your presence must be eradicated.ogg	SAU33	Plasmancer	Sautekh	line	Your presence must be eradicated.	7.71	Your presence must be eradicated	
VO_Sautekh_Psychomancer - What is it you most fear.ogg	SAU23	Psychomancer	Sautekh	line	What is it you most fear?	8.18	What is it you most fear	
VO_Sautekh_Ramatekh the Cruel_Backup1.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	backup1	Your demise is inevitable.	8.15		
VO_Sautekh_Ramatekh the Cruel_Backup2.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	backup2	I shall rend the life from your flesh.	8.34		
VO_Sautekh_Ramatekh the Cruel_Backup3.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	backup3	I crave the vanquishing of a great foe, but I suppose you will suffice.	8.04		
VO_Sautekh_Ramatekh the Cruel_attack.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	attack	Ugh.	7.78		
VO_Sautekh_Ramatekh the Cruel_cantDo.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	cantdo	That is not possible.	7.75		
VO_Sautekh_Ramatekh the Cruel_concede.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	concede	This is a minor setback. It will not save you from annihilation!	7.74		
VO_Sautekh_Ramatekh the Cruel_death.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	death	*throwing*	7.79		
VO_Sautekh_Ramatekh the Cruel_gen1.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen1	I will brook no defiance!	7.9		
VO_Sautekh_Ramatekh the Cruel_gen2.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen2	You will soon be freed from your aimless existence!	7.75		
VO_Sautekh_Ramatekh the Cruel_gen3.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen3	Gaze into the abyss and welcome its cold embrace.	7.69		
VO_Sautekh_Ramatekh the Cruel_gen4.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen4	Death is the only constant in this forsaken galaxy.	7.82		
VO_Sautekh_Ramatekh the Cruel_gen5.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen5	All life shall end beneath my blade.	7.75		
VO_Sautekh_Ramatekh the Cruel_gen6.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen6	The grasp of oblivion will always find you.	7.73		
VO_Sautekh_Ramatekh the Cruel_gen7.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	gen7	All who defy me will be expunged by my hand.	7.93		
VO_Sautekh_Ramatekh the Cruel_greet.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	greet	I am Robotech! Prepare to meet your doom!	7.9		
VO_Sautekh_Ramatekh the Cruel_hurry.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	hurry	We must hasten!	8.16		
VO_Sautekh_Ramatekh the Cruel_intro.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	intro	There is no escape, no refuge, only death awaits.	7.97		
VO_Sautekh_Ramatekh the Cruel_mirror.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	mirror	The stars themselves shall tremble before me.	7.81		
VO_Sautekh_Ramatekh the Cruel_threat.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	threat	I will correct the error of your existence.	7.78		
VO_Sautekh_Ramatekh the Cruel_vsAun'Va.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsaun'va	I serve no ideal but the inevitability of death.	7.77		
VO_Sautekh_Ramatekh the Cruel_vsGrukk.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsgrukk	Come forth, brute, and meet your ruin!	7.83		
VO_Sautekh_Ramatekh the Cruel_vsImotekh.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsimotekh	Peace! The galaxy shall drown in carnage before your empty dreams are realized!	8.08		
VO_Sautekh_Ramatekh the Cruel_vsKeltoc.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vskeltoc	Your ancient race shall wither like others before it.	8.03		
VO_Sautekh_Ramatekh the Cruel_vsNecron.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsnecron	The scent of betrayal fuels my unending hatred.	7.95		
VO_Sautekh_Ramatekh the Cruel_vsOrikan.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	vsorikan	Your visions cannot save you from my wrath!	8.02		
VO_Sautekh_Ramatekh the Cruel_wp.ogg	SAU_Ramatekh_The_Cruel	Ramatekh The Cruel	Sautekh	wp	Clever trickery, yet your fate remains unchanged.	8.06		
VO_Sautekh_Royal Warden - The Sautekh dynasty is eternal.ogg	SAU34	Royal Warden	Sautekh	line	The Saur Tech dynasty is eternal!	7.99	The Sautekh dynasty is eternal	
VO_Sautekh_Scarab Swarm - chitter chitter.ogg	SAU35	Scarab Swarm	Sautekh	line		8.14	chitter chitter	halluc
VO_Sautekh_Skorpekh Destroyer - Purging initiated.ogg	SAU24	Skorpekh Destroyer	Sautekh	line	Purging Initiated.	7.94	Purging initiated	
VO_Sautekh_Skorpekh Lord - Eradicating all enemies.ogg	SAU41	Skorpekh Lord	Sautekh	line	Eradicating all enemies.	7.94	Eradicating all enemies	
VO_Sautekh_Technomancer - Activating reanimation protocol.ogg	SAU16	Technomancer	Sautekh	line	Activating reanimation protocol.	7.99	Activating reanimation protocol	
VO_Sautekh_Tesla Immortal - I remember.ogg	SAU14	Gauss Blaster Immortal	Sautekh	line	I remember.	8.1	I remember	
VO_Sautekh_Tomb Blade - Converging on enemy position.ogg	SAU17	Tomb Blade	Sautekh	line	Converting on enemy position.	9.56	Converging on enemy position	
VO_Sautekh_Triach Praetorian - By the laws of the Necrontyr, you will be judged.ogg	SAU18	Triarch Praetorian	Sautekh	line	By the laws of the Necrantir, you will be judged!	9.76	By the laws of the Necrontyr, you will be judged	
VO_Sautekh_Triarch Stalker - Locking onto target.ogg	SAU39	Triarch Stalker	Sautekh	line	Locking onto target.	8.22	Locking onto target	
VO_Sautekh_Vargard Obyron - It is my duty to defend the Nemesor.ogg	SAU42	Vargard Obyron	Sautekh	line	It is my duty to defend the Nemesaur.	8.46	It is my duty to defend the Nemesor	
VO_SpaceWolves_Arjac Rockfist - My hammer strikes with the wrath of Fenris!.ogg	SW29	Arjac Rockfist	SpaceWolves	line	My hammer strikes with the wrath of Fenris!	8.27	My hammer strikes with the wrath of Fenris!	
VO_SpaceWolves_Bjorn the Fell-Handed  - I wake Fenris howls.ogg	SW42	Bjorn the Fell-Handed	SpaceWolves	line	I wake Finley's house.	8.23		
VO_SpaceWolves_Blackmane Aggressor - We are the storm! We are the Allfather's fury!.ogg	SW35	Blackmane Aggressor	SpaceWolves	line	We are the storm! We are the All-Father's Fury!	8.26	We are the storm! We are the Allfather's fury!	
VO_SpaceWolves_Blackmane Inceptor - Here's one to remember me by!.ogg	SW30	Blackmane Inceptor	SpaceWolves	line	Here's one to remember me by.	8.26	Here's one to remember me by!	
VO_SpaceWolves_Blackmane Reiver - You will not live to see our victory.ogg	SW13	Blackmane Reiver	SpaceWolves	line	You will not live to see our victory!	8.15	You will not live to see our victory	
VO_SpaceWolves_Blood Claw - This is where my saga begins!.ogg	SW11	Blood Claw	SpaceWolves	line	This is where my saga begins.	8.14	This is where my saga begins!	
VO_SpaceWolves_Blood Claw Pack Leader - Keep moving! Battle does not wait for you!.ogg	SW14	Blood Claw Pack Leader	SpaceWolves	line	Keep moving! Battle does not wait for you!	8.14	Keep moving! Battle does not wait for you!	
VO_SpaceWolves_Deathwolf Scout - The trail is clearer with every step.ogg	SW15	Deathwolf Scout	SpaceWolves	line	Betrayal is clearer with every step.	8.2	The trail is clearer with every step	
VO_SpaceWolves_Fenrisian Drop Pod - From the Sea of Stars to the sea of blades!.ogg	SW31	Fenrisian Drop Pod	SpaceWolves	line	From the Sea of Stars to the Sea of Blaze!	8.12	From the Sea of Stars to the sea of blades!	
VO_SpaceWolves_Fenrisian Wolf.ogg	SW16	Fenrisian Wolf	SpaceWolves	line	*Brrrrr*	10.28		
VO_SpaceWolves_Frost Claw Wulfen.ogg	SW32	Frost Claw Wulfen	SpaceWolves	line	Aoooooooo!	8.21		
VO_SpaceWolves_Fyrri Askar - Let's give the skjalds something to sing about!.ogg	SW18	Fyrri Askar	SpaceWolves	line	Let's give the skilled something to sing about!	8.29	Let's give the skjalds something to sing about!	
VO_SpaceWolves_Grey Hunter - I have eyes on the prey!.ogg	SW17	Grey Hunter	SpaceWolves	line	I have eyes on the prey!	8.3	I have eyes on the prey!	
VO_SpaceWolves_Grey Hunter Pack Leader - Charge! No great champion dies clean!.ogg	SW19	Grey Hunter Pack Leader	SpaceWolves	line	Charge! No great champion dies clean!	8.37	Charge! No great champion dies clean!	
VO_SpaceWolves_Hrolf the Ironhowl - With me, brothers! Ride until the Wolftime!).ogg	SW23	Hrolf the Ironhowl	SpaceWolves	line	With me, brothers! Ride until divorce time!	8.3	With me, brothers! Ride until the Wolftime!)	
VO_SpaceWolves_Hunting Wolf.ogg	SW12	Hunting Wolf	SpaceWolves	line	*Rooing*	9.55		
VO_SpaceWolves_Logan Grimnar_Backup1.ogg	SW1	Logan Grimnar	SpaceWolves	backup1	No pride, no glory. We are here to do what is needed.	8.36		
VO_SpaceWolves_Logan Grimnar_Backup2.ogg	SW1	Logan Grimnar	SpaceWolves	backup2	This is why we don't often speak with Outlanders.	8.29		
VO_SpaceWolves_Logan Grimnar_Backup3.ogg	SW1	Logan Grimnar	SpaceWolves	backup3	Your bite is fiercer than I expected.	8.28		
VO_SpaceWolves_Logan Grimnar_attack.ogg	SW1	Logan Grimnar	SpaceWolves	attack	Grr!	8.26		
VO_SpaceWolves_Logan Grimnar_cantDo.ogg	SW1	Logan Grimnar	SpaceWolves	cantdo	That will not be happening!	8.22		
VO_SpaceWolves_Logan Grimnar_concede.ogg	SW1	Logan Grimnar	SpaceWolves	concede	Gather the pack! We cannot remain here!	8.21		
VO_SpaceWolves_Logan Grimnar_death.ogg	SW1	Logan Grimnar	SpaceWolves	death	No!	8.06		
VO_SpaceWolves_Logan Grimnar_gen1.ogg	SW1	Logan Grimnar	SpaceWolves	gen1	Feel the wrath of Fenris!	8.0		
VO_SpaceWolves_Logan Grimnar_gen2.ogg	SW1	Logan Grimnar	SpaceWolves	gen2	I have hunted fierce a prey, defeated mightier foes.	8.09		
VO_SpaceWolves_Logan Grimnar_gen3.ogg	SW1	Logan Grimnar	SpaceWolves	gen3	For us and the All-Father!	8.05		
VO_SpaceWolves_Logan Grimnar_gen4.ogg	SW1	Logan Grimnar	SpaceWolves	gen4	I will drag you to the gates of hell myself.	8.11		
VO_SpaceWolves_Logan Grimnar_gen5.ogg	SW1	Logan Grimnar	SpaceWolves	gen5	On the darkest nights we come, the warriors of Fenris.	8.23		
VO_SpaceWolves_Logan Grimnar_gen6.ogg	SW1	Logan Grimnar	SpaceWolves	gen6	The thunder of munitions shall reign like the All-Father's Fury!	8.28		
VO_SpaceWolves_Logan Grimnar_gen7.ogg	SW1	Logan Grimnar	SpaceWolves	gen7	Tyrnach, Fenrir, Frankentere!	8.12		
VO_SpaceWolves_Logan Grimnar_greet.ogg	SW1	Logan Grimnar	SpaceWolves	greet	This is the start of a saga for the ages.	8.12		
VO_SpaceWolves_Logan Grimnar_hurry.ogg	SW1	Logan Grimnar	SpaceWolves	hurry	Hesitation will doom you quicker than the cold.	8.28		
VO_SpaceWolves_Logan Grimnar_intro.ogg	SW1	Logan Grimnar	SpaceWolves	intro	The wolf stalks no more. Now steel shall speak.	8.08		
VO_SpaceWolves_Logan Grimnar_mirror.ogg	SW1	Logan Grimnar	SpaceWolves	mirror	To me, sons of Fenris!	8.16		
VO_SpaceWolves_Logan Grimnar_threat.ogg	SW1	Logan Grimnar	SpaceWolves	threat	And stay down, whelp!	8.58		
VO_SpaceWolves_Logan Grimnar_vsBL.ogg	SW1	Logan Grimnar	SpaceWolves	vsbl	To the abyss with these throne-damned heretics!	8.56		
VO_SpaceWolves_Logan Grimnar_vsEC.ogg	SW1	Logan Grimnar	SpaceWolves	vsec	I ought to slit that throat, if only to stop hearing you.	8.48		
VO_SpaceWolves_Logan Grimnar_vsMozrog.ogg	SW1	Logan Grimnar	SpaceWolves	vsmozrog	A beast's company is invaluable in battle, and so I must slay yours.	8.59		
VO_SpaceWolves_Logan Grimnar_vsTyranids.ogg	SW1	Logan Grimnar	SpaceWolves	vstyranids	These beasts will learn who the apex predator is.	8.35		
VO_SpaceWolves_Logan Grimnar_wp.ogg	SW1	Logan Grimnar	SpaceWolves	wp	I will remember that from now until the wolf time.	8.24		
VO_SpaceWolves_Long Fang - Your time is over!.ogg	SW25	Long Fang	SpaceWolves	line	Your time is over.	8.19	Your time is over!	
VO_SpaceWolves_Murderfang.ogg	SW39	Murderfang	SpaceWolves	line	*Burps*	8.24		
VO_SpaceWolves_Njal Stormcaller_Backup1.ogg	SW4	Njal Stormcaller	SpaceWolves	backup1	The winds remember what us mortals forget.	8.36		
VO_SpaceWolves_Njal Stormcaller_Backup2.ogg	SW4	Njal Stormcaller	SpaceWolves	backup2	The winds remember what we mortals forget.	10.02		
VO_SpaceWolves_Njal Stormcaller_Backup3.ogg	SW4	Njal Stormcaller	SpaceWolves	backup3	I have met death enough times to know it is not ready to welcome me.	8.84		
VO_SpaceWolves_Njal Stormcaller_Backup4.ogg	SW4	Njal Stormcaller	SpaceWolves	backup4	Back to the eight!	8.86		
VO_SpaceWolves_Njal Stormcaller_attack.ogg	SW4	Njal Stormcaller	SpaceWolves	attack	Blah!	8.68		
VO_SpaceWolves_Njal Stormcaller_cantDo.ogg	SW4	Njal Stormcaller	SpaceWolves	cantdo	Not all things bend to the Tempest.	8.81		
VO_SpaceWolves_Njal Stormcaller_concede.ogg	SW4	Njal Stormcaller	SpaceWolves	concede	So comes my time to stalk the stars.	8.77		
VO_SpaceWolves_Njal Stormcaller_death.ogg	SW4	Njal Stormcaller	SpaceWolves	death	*Groan*	8.59		
VO_SpaceWolves_Njal Stormcaller_gen1.ogg	SW4	Njal Stormcaller	SpaceWolves	gen1	Do not test my patience, cub.	8.45		
VO_SpaceWolves_Njal Stormcaller_gen2.ogg	SW4	Njal Stormcaller	SpaceWolves	gen2	Strike as lightning, howl as thunder.	8.58		
VO_SpaceWolves_Njal Stormcaller_gen3.ogg	SW4	Njal Stormcaller	SpaceWolves	gen3	The winds will howl with vengeance.	8.61		
VO_SpaceWolves_Njal Stormcaller_gen4.ogg	SW4	Njal Stormcaller	SpaceWolves	gen4	I will bury your name beneath thunder and ruin.	8.59		
VO_SpaceWolves_Njal Stormcaller_gen5.ogg	SW4	Njal Stormcaller	SpaceWolves	gen5	The Omen's bowdiel for you.	8.63		
VO_SpaceWolves_Njal Stormcaller_gen6.ogg	SW4	Njal Stormcaller	SpaceWolves	gen6	The hour of fangs and steel is upon us.	8.48		
VO_SpaceWolves_Njal Stormcaller_gen7.ogg	SW4	Njal Stormcaller	SpaceWolves	gen7	We were made to destroy. Such is the All-Father's will.	8.66		
VO_SpaceWolves_Njal Stormcaller_greet.ogg	SW4	Njal Stormcaller	SpaceWolves	greet	You are here, just as the dreams foretold.	8.51		
VO_SpaceWolves_Njal Stormcaller_hurry.ogg	SW4	Njal Stormcaller	SpaceWolves	hurry	The Sea of Stars calls.	8.48		
VO_SpaceWolves_Njal Stormcaller_intro.ogg	SW4	Njal Stormcaller	SpaceWolves	intro	Howl, wolves! A red moon rises tonight.	9.0		
VO_SpaceWolves_Njal Stormcaller_mirror.ogg	SW4	Njal Stormcaller	SpaceWolves	mirror	Things will go as they must.	8.67		
VO_SpaceWolves_Njal Stormcaller_threat.ogg	SW4	Njal Stormcaller	SpaceWolves	threat	To weather a storm, one must first survive its fury.	8.77		
VO_SpaceWolves_Njal Stormcaller_vsDG.ogg	SW4	Njal Stormcaller	SpaceWolves	vsdg	This is a plague I have defeated before.	8.78		
VO_SpaceWolves_Njal Stormcaller_vsTS.ogg	SW4	Njal Stormcaller	SpaceWolves	vsts	Your power is as hollow as the puppets you call warriors.	8.75		
VO_SpaceWolves_Njal Stormcaller_vsWE.ogg	SW4	Njal Stormcaller	SpaceWolves	vswe	How can one know fury if they are yet to face the storm?	8.63		
VO_SpaceWolves_Njal Stormcaller_wp.ogg	SW4	Njal Stormcaller	SpaceWolves	wp	Curious, the runes had not foretold this.	8.5		
VO_SpaceWolves_Ragnar Blackmane_Backup.ogg	SW9	Ragnar Blackmane	SpaceWolves	backup	Glory is earned through fangs and fury.	8.57		
VO_SpaceWolves_Ragnar Blackmane_attack.ogg	SW9	Ragnar Blackmane	SpaceWolves	attack	Nya!	8.74		
VO_SpaceWolves_Ragnar Blackmane_cantDo.ogg	SW9	Ragnar Blackmane	SpaceWolves	cantdo	I do not think so.	8.71		
VO_SpaceWolves_Ragnar Blackmane_concede.ogg	SW9	Ragnar Blackmane	SpaceWolves	concede	Fall back! We live to hunt another day.	10.89		
VO_SpaceWolves_Ragnar Blackmane_death.ogg	SW9	Ragnar Blackmane	SpaceWolves	death	*Grunts*	8.45		
VO_SpaceWolves_Ragnar Blackmane_gen1.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen1	For us! For the honor of the Wolf King!	8.29		
VO_SpaceWolves_Ragnar Blackmane_gen2.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen2	Something stirs. Be ready for anything.	8.38		
VO_SpaceWolves_Ragnar Blackmane_gen3.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen3	More Kai bite me! How many more must I got?	8.39		
VO_SpaceWolves_Ragnar Blackmane_gen4.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen4	While one of us stands, the galaxy shall yet know hope.	8.65		
VO_SpaceWolves_Ragnar Blackmane_gen5.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen5	It is a good day to bleed.	8.44		
VO_SpaceWolves_Ragnar Blackmane_gen6.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen6	Your fall will be etched in my saga.	8.31		
VO_SpaceWolves_Ragnar Blackmane_gen7.ogg	SW9	Ragnar Blackmane	SpaceWolves	gen7	I can smell your fear. It trails you like a wounded beast.	8.32		
