keys,type,zh_CN
Companion 1: Apothecary Polixis,~,伴生 1：药剂师波利克西斯
Companion 1: Assault Centurion,~,伴生 1：突击百夫长
Companion 1: Assault Intercessor,~,伴生 1：突击仲裁者
Companion 1: Bladeguard Ancient,~,伴生 1：剑卫老兵
Companion 1: Bladeguard Lieutenant,~,伴生 1：剑卫中尉
Companion 1: Bladeguard Sergeant,~,伴生 1：剑卫军士
Companion 1: Captain Sicarius,~,伴生 1：西卡里乌斯队长
Companion 1: Chairon,~,伴生 1：凯隆
Companion 1: Chaplain Cassius,~,伴生 1：牧师卡西乌斯
Companion 1: Chapter Champion,~,伴生 1：战团冠军
Companion 1: Company Ancient,~,伴生 1：连队老兵
Companion 1: Devastator Centurion,~,伴生 1：毁灭者百夫长
Companion 1: Devastator Marine,~,伴生 1：毁灭者战士
Companion 1: Eliminator Sergeant,~,伴生 1：歼击者军士
Companion 1: Eliminator,~,伴生 1：歼击者
Companion 1: Epistolary Librarian,~,伴生 1：智典智库
Companion 1: Ferren Areios,~,伴生 1：费伦·阿雷奥斯
Companion 1: Firstborn,~,伴生 1：初生者
Companion 1: Heavy Intercessor,~,伴生 1：重装仲裁者
Companion 1: Hellblaster,~,伴生 1：炼狱爆弹兵
Companion 1: Honour Guard,~,伴生 1：荣誉卫队
Companion 1: Inceptor Sergeant,~,伴生 1：疾袭者军士
Companion 1: Incursor,~,伴生 1：渗透者
Companion 1: Intercessor Sergeant,~,伴生 1：仲裁者军士
Companion 1: Lieutenant Calsius,~,伴生 1：卡尔修斯中尉
Companion 1: Lieutenant with Combi-Weapon,~,伴生 1：组合武器中尉
Companion 1: Octavio Infiltrator,~,伴生 1：奥克塔维奥·渗透者
Companion 1: Phobos Librarian,~,伴生 1：暗影智库
Companion 1: Phobos Lieutenant,~,伴生 1：暗影中尉
Companion 1: Primaris Chaplain,~,伴生 1：原铸牧师
Companion 1: Primaris Eradicator,~,伴生 1：原铸歼灭者
Companion 1: Primaris Inceptor,~,伴生 1：原铸疾袭者
Companion 1: Primaris Intercessor,~,伴生 1：原铸仲裁者
Companion 1: Primaris Judiciar,~,伴生 1：原铸裁决者
Companion 1: Primaris Reiver,~,伴生 1：原铸掠夺者
Companion 1: Primaris Techmarine,~,伴生 1：原铸技术军士
Companion 1: Scout Sniper,~,伴生 1：侦察狙击手
Companion 1: Scout,~,伴生 1：侦察兵
Companion 1: Sergeant Allectius,~,伴生 1：阿莱克修斯军士
Companion 1: Sergeant Gadriel,~,伴生 1：加德里尔军士
Companion 1: Sergeant Telion,~,伴生 1：特利昂军士
Companion 1: Sternguard Sergeant,~,伴生 1：铁卫军士
Companion 1: Suppressor,~,伴生 1：压制者
Companion 1: Tactical Marine,~,伴生 1：战术战士
Companion 1: Terminator Captain,~,伴生 1：终结者队长
Companion 1: Terminator,~,伴生 1：终结者
Companion 1: Tyrannic War Veteran,~,伴生 1：泰伦战争老兵
Companion 1: Vico Therbeus,~,伴生 1：维科·瑟贝乌斯
Companion 1: Fleet Support,~,伴生 1：舰队支援
Companion 1: Normal Conditions,~,伴生 1：正常条件
Companion 1: Orbital Bombardment,~,伴生 1：轨道轰炸
Companion 1: Thunderstorm,~,伴生 1：雷暴
Companion 1: Adaptive Strategy,~,伴生 1：适应性战略
Companion 1: Angel's Wrath,~,伴生 1：天使之怒
Companion 1: Angels of Death,~,伴生 1：死亡天使
Companion 1: Might of Heroes,~,伴生 1：英雄之力
Companion 1: Armoured Offensive,~,伴生 1：装甲攻势
Companion 1: Armoured Support,~,伴生 1：装甲支援
Companion 1: Author of the Codex,~,伴生 1：典籍作者
Companion 1: Avenging Zeal,~,伴生 1：复仇热忱
Companion 1: Battlefield Supremacy,~,伴生 1：战场霸权
Companion 1: Catechism of Death,~,伴生 1：死亡教义
Companion 1: Champions of Humanity,~,伴生 1：人类冠军
Companion 1: Chapter Council,~,伴生 1：战团议会
Companion 1: Codex Discipline,~,伴生 1：典籍纪律
Companion 1: Death from Above,~,伴生 1：天降死神
Companion 1: Duty's End,~,伴生 1：职责终焉
Companion 1: Exhortation of Rage,~,伴生 1：狂怒劝诫
Companion 1: Fall Back,~,伴生 1：撤退
Companion 1: Firestrike Turrets,~,伴生 1：火击炮塔
Companion 1: Forward Deployment,~,伴生 1：前出部署
Companion 1: Gather the Company,~,伴生 1：集结战团
Companion 1: Greatest Deeds,~,伴生 1：丰功伟绩
Companion 1: Hero's Respite,~,伴生 1：英雄的喘息
Companion 1: Hive Factory,~,伴生 1：蜂巢工厂
Companion 1: Humanity's Shield,~,伴生 1：人类之盾
Companion 1: Indomitus Crusade,~,伴生 1：不屈远征
Companion 1: Inspired Retribution,~,伴生 1：神启报复
Companion 1: Knights of Macragge,~,伴生 1：马库拉格骑士
Companion 1: Lead From the Front,~,伴生 1：身先士卒
Companion 1: Light Cover,~,伴生 1：轻型掩体
Companion 1: Master Tactician,~,伴生 1：战术大师
Companion 1: Master of Arcana,~,伴生 1：秘法大师
Companion 1: Master of Arms,~,伴生 1：兵械大师
Companion 1: Master of Battle,~,伴生 1：战斗大师
Companion 1: Master of the Fleet,~,伴生 1：舰队大师
Companion 1: No Mercy,~,伴生 1：绝不留情
Companion 1: No Respite,~,伴生 1：不得喘息
Companion 1: Oath of Moment,~,伴生 1：誓言时刻
Companion 1: Paragon of Ultramar,~,伴生 1：极限战士典范
Companion 1: Pariah Vanguard,~,伴生 1：弃儿先锋
Companion 1: Point-Blank Shot,~,伴生 1：抵近射击
Companion 1: Primarch of the XIII,~,伴生 1：第十三军团基因原体
Companion 1: Rapid Deployment,~,伴生 1：快速部署
Companion 1: Righteous Fury,~,伴生 1：正义之怒
Companion 1: Sacred Bolter,~,伴生 1：神圣爆弹枪
Companion 1: Scryer's Gaze,~,伴生 1：预言者的凝视
Companion 1: Shall Know No Fear,~,伴生 1：不知畏惧
Companion 1: Sheltered Location,~,伴生 1：隐蔽位置
Companion 1: Smite,~,伴生 1：天罚
Companion 1: Spear of Macragge,~,伴生 1：马库拉格之矛
Companion 1: Stormhawk Interception,~,伴生 1：风暴鹰拦截
Companion 1: Stormraven,~,伴生 1：风暴鸦
Companion 1: Supreme Strategist,~,伴生 1：至高战略家
Companion 1: Tactical Insight,~,伴生 1：战术洞察
Companion 1: The Chapter's Due,~,伴生 1：战团之偿
Companion 1: 7th Company Bike,~,伴生 1：第七连摩托
Companion 1: Attack Bike,~,伴生 1：攻击摩托
Companion 1: Brutalis Dreadnought,~,伴生 1：蛮横无畏机甲
Companion 1: Dreadnought,~,伴生 1：无畏机甲
Companion 1: Firestrike Servo Turret,~,伴生 1：火击伺服炮塔
Companion 1: Invictor Warsuit,~,伴生 1：无敌者机甲
Companion 1: Land Speeder,~,伴生 1：兰德飞车
Companion 1: Outrider,~,伴生 1：前哨骑兵
Companion 1: Predator Destructor,~,伴生 1：捕食者毁灭者
Companion 1: Primaris Impulsor,~,伴生 1：原铸脉冲装甲车
Companion 1: Primaris Invader,~,伴生 1：原铸入侵者
Companion 1: Redemptor Dreadnought,~,伴生 1：救赎者无畏机甲
Companion 1: Repulsor Executioner,~,伴生 1：处决者装甲车
Companion 1: Scout bike,~,伴生 1：侦察摩托
Companion 1: Storm Speeder Hailstrike,~,伴生 1：风暴速攻艇·雹击者
Companion 1: Stormtalon,~,伴生 1：风暴利爪
Companion 1: Valtus,~,伴生 1：瓦图斯
Companion 1: Whirlwind,~,伴生 1：旋风
Companion 1: Chaplain Letharius,~,伴生 1：牧师莱塔里乌斯
Companion 1: Marneus Calgar,~,伴生 1：马涅乌斯·卡尔加
Companion 1: Roboute Guilliman,~,伴生 1：罗伯特·基里曼
Companion 1: Uriel Ventris,~,伴生 1：乌列尔·文特里斯
Companion 1: Valius Paxor,~,伴生 1：瓦利乌斯·帕克索
Companion 1: Varro Tigurius,~,伴生 1：瓦罗·提古里乌斯
Companion 1: Assault Doctrine,~,伴生 1：突击教义
Companion 1: Devastator Doctrine,~,伴生 1：毁灭者教义
Companion 1: Tactical Doctrine,~,伴生 1：战术教义
Companion 1: Exemplary Warrior,~,伴生 1：模范战士
Companion 1: Predator Annihilator,~,伴生 1：捕食者歼灭者
Companion 1: Abaddon the Despoiler,~,伴生 1：掠夺者阿巴顿
Companion 1: Aspiring Champion,~,伴生 1：野心冠军
Companion 1: Black Legionary,~,伴生 1：黑色军团战士
Companion 1: Bringer of decay,~,伴生 1：腐朽使者
Companion 1: Chaos Legionary,~,伴生 1：混沌军团战士
Companion 1: Chaos Lord,~,伴生 1：混沌领主
Companion 1: Chaos Sergeant,~,伴生 1：混沌军士
Companion 1: Chaos Spawn,~,伴生 1：混沌卵
Companion 1: Chaos Terminator,~,伴生 1：混沌终结者
Companion 1: Child of Torment,~,伴生 1：折磨之子
Companion 1: Chosen Champion,~,伴生 1：神选冠军
Companion 1: Chosen,~,伴生 1：神选者
Companion 1: Daemon Blade Legionary,~,伴生 1：恶魔之刃军团战士
Companion 1: Dark Apostle,~,伴生 1：黑暗使徒
Companion 1: Dark Disciple,~,伴生 1：黑暗门徒
Companion 1: Ghallaron's Champion,~,伴生 1：加拉隆的冠军
Companion 1: Ghallaron's Disciple,~,伴生 1：加拉隆的门徒
Companion 1: Havoc Champion,~,伴生 1：破坏者冠军
Companion 1: Havoc,~,伴生 1：破坏者
Companion 1: Hound of Abaddon,~,伴生 1：阿巴顿猎犬
Companion 1: Iskandar Khayon,~,伴生 1：伊坎达尔·卡永
Companion 1: Khorne Berzerker,~,伴生 1：恐虐狂战士
Companion 1: Lheorvine Ukris,~,伴生 1：莱奥尔文·乌克里斯
Companion 1: Master of Executions,~,伴生 1：处刑大师
Companion 1: Master of Possession,~,伴生 1：附魔大师
Companion 1: Meltagun Legionary,~,伴生 1：热熔枪军团战士
Companion 1: Noise Marine,~,伴生 1：噪声战士
Companion 1: Obliterator,~,伴生 1：湮灭者
Companion 1: Plague Marine,~,伴生 1：瘟疫战士
Companion 1: Possessed Champion,~,伴生 1：附魔冠军
Companion 1: Possessed Marine,~,伴生 1：附魔战士
Companion 1: Rubric Marine,~,伴生 1：咒缚战士
Companion 1: Sorcerer,~,伴生 1：巫师
Companion 1: Terminator Champion,~,伴生 1：终结者冠军
Companion 1: Veteran Havoc,~,伴生 1：老兵破坏者
Companion 1: Veteran Legionary,~,伴生 1：老兵军团战士
Companion 1: Warp Talon,~,伴生 1：亚空间爪
Companion 1: Zealot Legionary,~,伴生 1：狂热者军团战士
Companion 1: Daemonic Feast,~,伴生 1：恶魔盛宴
Companion 1: Helfire Outburst,~,伴生 1：地狱火爆发
Companion 1: Warp Storm,~,伴生 1：亚空间风暴
Companion 1: Abaddons Chosen,~,伴生 1：阿巴顿神选
Companion 1: Bitter Blows,~,伴生 1：苦涩之击
Companion 1: Black Crusade,~,伴生 1：黑色远征
Companion 1: Daemonic Frenzy,~,伴生 1：恶魔狂暴
Companion 1: Daemonic Pact,~,伴生 1：恶魔契约
Companion 1: Dark Oratory,~,伴生 1：黑暗布道
Companion 1: Delightful Agonies,~,伴生 1：欢愉之痛
Companion 1: Diabolic Strength,~,伴生 1：恶魔之力
Companion 1: Disgustingly Resilient,~,伴生 1：恶心坚韧
Companion 1: Drachnyen,~,伴生 1：德拉赫尼恩
Companion 1: Execution,~,伴生 1：处决
Companion 1: Gifts of Chaos,~,伴生 1：混沌恩赐
Companion 1: Heldrake Strike,~,伴生 1：地狱飞龙突袭
Companion 1: Helfire Pit,~,伴生 1：地狱火坑
Companion 1: Helfire Torch,~,伴生 1：地狱火火炬
Companion 1: Helspear Assault,~,伴生 1：地狱之矛突击
Companion 1: Hideous Mutation,~,伴生 1：恐怖变异
Companion 1: Hosts of Chaos,~,伴生 1：混沌大军
Companion 1: Idolatrous Despoilers,~,伴生 1：偶像崇拜掠夺者
Companion 1: Infernal Gaze,~,伴生 1：地狱凝视
Companion 1: Legacy of Vengeance,~,伴生 1：复仇遗产
Companion 1: Litany of Despair,~,伴生 1：绝望祷文
Companion 1: Malicious Volleys,~,伴生 1：恶毒齐射
Companion 1: Khorne,~,伴生 1：恐虐
Companion 1: Nurgle,~,伴生 1：纳垢
Companion 1: Slaanesh,~,伴生 1：色孽
Companion 1: Tzeench,~,伴生 1：奸奇
Companion 1: Method to the Madness,~,伴生 1：疯狂自有章法
Companion 1: Murderous Desires,~,伴生 1：嗜杀欲望
Companion 1: Possession,~,伴生 1：附魔
Companion 1: Rites of Possession,~,伴生 1：附魔仪式
Companion 1: Skeins of Fate,~,伴生 1：命运丝线
Companion 1: Spawndom,~,伴生 1：混沌卵之域
Companion 1: Spreading Corruption,~,伴生 1：蔓延腐化
Companion 1: Throne of the Heretic,~,伴生 1：异端王座
Companion 1: Traitors Hate,~,伴生 1：叛徒之恨
Companion 1: Unhallowed Gifts,~,伴生 1：亵渎恩赐
Companion 1: Unholy Smite,~,伴生 1：亵渎重击
Companion 1: Warmaster,~,伴生 1：战争统帅
Companion 1: Accursed Helbrute,~,伴生 1：受诅地狱蛮兽
Companion 1: Helbrute,~,伴生 1：地狱蛮兽
Companion 1: Maulerfiend,~,伴生 1：蹂躏魔
Companion 1: Venomcrawler,~,伴生 1：毒液爬虫
Companion 1: Vex Machinator,~,伴生 1：维克·马奇内特
Companion 1: Haarken Worldclaimer,~,伴生 1：哈尔肯·夺世者
Companion 1: Sylar Hexcorn,~,伴生 1：赛拉尔·赫克科恩
Companion 1: Ghallaron the Pious,~,伴生 1：虔诚者加拉隆
Companion 1: Apothecary,~,伴生 1：医师
Companion 1: Bladeguard Veteran,~,伴生 1：剑卫老兵
Companion 1: Captain,~,伴生 1：队长
Companion 1: Chaplain,~,伴生 1：牧师
Companion 1: Company Champion,~,伴生 1：连队冠军
Companion 1: Company Master,~,伴生 1：连队队长
Companion 1: Company Veteran,~,伴生 1：连队老兵
Companion 1: Deathwing Champion,~,伴生 1：死翼冠军
Companion 1: Deathwing Knight Master,~,伴生 1：死翼骑士长
Companion 1: Deathwing Knight,~,伴生 1：死翼骑士
Companion 1: Deathwing Strikemaster,~,伴生 1：死翼打击大师
Companion 1: Deathwing Terminator,~,伴生 1：死翼终结者
Companion 1: Ezekiel,~,伴生 1：以西结
Companion 1: Inner Circle Companion,~,伴生 1：内环同伴
Companion 1: Intercessor,~,伴生 1：仲裁者
Companion 1: Interrogator Chaplain,~,伴生 1：审讯牧师
Companion 1: Librarian,~,伴生 1：智库
Companion 1: Master Lazarus,~,伴生 1：拉撒路大师
Companion 1: Reiver,~,伴生 1：掠夺者
Companion 1: Sergeant Naaman,~,伴生 1：纳曼军士
Companion 1: Techmarine,~,伴生 1：技术军士
Companion 1: Ancient Reliquary,~,伴生 1：圣物匣
Companion 1: Asteroid Zone,~,伴生 1：小行星区
Companion 1: Blacksword Missiles,~,伴生 1：黑剑导弹
Companion 1: Convoke the Circle,~,伴生 1：召集圆环
Companion 1: Covert Operation,~,伴生 1：秘密行动
Companion 1: Deadly Hunters,~,伴生 1：致命猎手
Companion 1: Deathwing Assault,~,伴生 1：死翼突袭
Companion 1: Defensive Turrets,~,伴生 1：防御炮塔
Companion 1: Desperate Mission,~,伴生 1：孤注一掷
Companion 1: Exemplar of Hate,~,伴生 1：憎恨典范
Companion 1: Fury of the Unforgiven,~,伴生 1：宽恕者之怒
Companion 1: Grim Effigy,~,伴生 1：肃穆雕像
Companion 1: Grim Resolve,~,伴生 1：钢铁决心
Companion 1: Hunt the Fallen,~,伴生 1：追猎堕落者
Companion 1: Inner Circle,~,伴生 1：内环
Companion 1: March of Vengeance,~,伴生 1：复仇进军
Companion 1: Martial Superiority,~,伴生 1：武力优势
Companion 1: Master Interromancer,~,伴生 1：审讯大师
Companion 1: Master of Manoeuvre,~,伴生 1：机动大师
Companion 1: Master of the Deathwing,~,伴生 1：死翼大师
Companion 1: None Must Know,~,伴生 1：无人知晓
Companion 1: Obscure Ritual,~,伴生 1：晦涩仪式
Companion 1: Plasma Generator,~,伴生 1：等离子发电机
Companion 1: Reconnaissance Mission,~,伴生 1：侦察任务
Companion 1: Rites of Penance,~,伴生 1：赎罪礼
Companion 1: Sacred Standard,~,伴生 1：神圣旗帜
Companion 1: Secret Agenda,~,伴生 1：隐秘议程
Companion 1: Smothering Decree,~,伴生 1：窒息敕令
Companion 1: Star Orbiting,~,伴生 1：环绕恒星
Companion 1: Steadfast Warriors,~,伴生 1：坚定战士
Companion 1: Stubborn Defiance,~,伴生 1：顽强抵抗
Companion 1: Supreme Grand Master,~,伴生 1：至高大师
Companion 1: The Rock,~,伴生 1：磐石
Companion 1: Unwavering Zeal,~,伴生 1：坚定狂热
Companion 1: Void Combat,~,伴生 1：虚空作战
Companion 1: Wages of Retribution,~,伴生 1：报应代价
Companion 1: Black Knight,~,伴生 1：黑骑士
Companion 1: Dark Talon,~,伴生 1：暗爪
Companion 1: Darkshroud,~,伴生 1：暗影笼罩
Companion 1: Land Speeder Vengeance,~,伴生 1：复仇者兰德飞车
Companion 1: Nephilim Jetfighter,~,伴生 1：尼非利姆喷气机
Companion 1: Ravenwing Ancient,~,伴生 1：渡鸦翼旗手
Companion 1: Ravenwing Bikes,~,伴生 1：渡鸦翼摩托
Companion 1: Ravenwing Champion,~,伴生 1：渡鸦翼冠军
Companion 1: Ravenwing Speeder,~,伴生 1：渡鸦翼飞车
Companion 1: Ravenwing Talonmaster,~,伴生 1：渡鸦翼队长
Companion 1: Repulsor,~,伴生 1：驱逐者
Companion 1: Sammael,~,伴生 1：萨玛尔
Companion 1: Unforgiven Redemptor,~,伴生 1：宽恕者救赎者
Companion 1: Asmodai,~,伴生 1：阿斯莫代
Companion 1: Azrael,~,伴生 1：阿兹瑞尔
Companion 1: Belial,~,伴生 1：贝利亚
Companion 1: Refuse to Yield,~,伴生 1：拒不退让
Companion 1: Assault Terminator,~,伴生 1：突击终结者
Companion 1: Chaplain Gabutheron,~,伴生 1：加布瑟隆牧师
Companion 1: Vengeful Brethren Bladeguard,~,伴生 1：复仇兄弟剑卫
Companion 1: Vengeful Brethren Hellblaster,~,伴生 1：复仇兄弟地狱火枪手
Companion 1: Vengeful Brethren Intercessor,~,伴生 1：复仇兄弟仲裁者
Companion 1: Watcher in the Dark,~,伴生 1：暗中守望者
Companion 1: Hunters of Heretics,~,伴生 1：异端猎手
Companion 1: Relic Munitions,~,伴生 1：圣物弹药
Companion 1: Vengeful Brethren,~,伴生 1：复仇兄弟
Companion 1: Ravenwing Ballistus Dreadnought,~,伴生 1：渡鸦翼弩炮无畏机甲
Companion 1: Master Zacharial,~,伴生 1：扎卡里尔大师
Companion 1: Master of Repentance,~,伴生 1：忏悔大师
Companion 1: Hellfire Torch,~,伴生 1：地狱火火炬
Companion 1: Hellfire Pit,~,伴生 1：地狱火坑
Companion 1: Alluress,~,伴生 1：魅惑者
Companion 1: Blissbringer,~,伴生 1：极乐使者
Companion 1: Daemonette,~,伴生 1：恶魔少女
Companion 1: Fiend,~,伴生 1：恶鬼
Companion 1: Slaanesh's Spawn,~,伴生 1：色孽之卵
Companion 1: Winged Daemon Prince,~,伴生 1：有翼恶魔亲王
Companion 1: Blastmaster Noise Marine,~,伴生 1：爆鸣者噪声战士
Companion 1: Disharmonist,~,伴生 1：失谐者
Companion 1: Dual Screamer Kakophonist,~,伴生 1：双重尖啸刺耳者
Companion 1: Flawless Blade Champion,~,伴生 1：无瑕之刃冠军
Companion 1: Flawless Blade,~,伴生 1：无瑕之刃
